,unique_id,full_name,minutes,goals_scored,assists,previous_start_value,delta_value,bps,selected_by_percent,position_DEF,position_FWD,position_GK,position_MID,teams_chelsea,teams_liverpool,teams_manchestercity,teams_manchesterunited,teams_newcastleunited,teams_tottenhamhotspur,target_value
545,292-2021-22,mattritchie,1333.0,0.0,2.0,50.0,-1.0,207.0,0.2,1,0,0,0,0,0,0,0,1,0,50.0
212,119-2020-21,christianpulisic,1731.0,4.0,3.0,85.0,-2.0,264.0,2.8,0,0,0,1,1,0,0,0,0,0,75.0
468,474-2021-22,joelward,2486.0,0.0,0.0,45.0,0.0,422.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
198,68-2020-21,nealmaupay,2508.0,8.0,2.0,65.0,-7.0,334.0,2.1,0,1,0,0,0,0,0,0,0,0,60.0
527,227-2021-22,alexoxlade-chamberlain,777.0,2.0,1.0,60.0,-2.0,148.0,0.2,0,0,0,1,0,1,0,0,0,0,65.0
720,156-2022-23,joelward,2253.0,1.0,0.0,45.0,-1.0,403.0,0.4,1,0,0,0,0,0,0,0,0,0,45.0
241,155-2020-21,lucasdigne,2681.0,0.0,9.0,60.0,2.0,590.0,11.4,1,0,0,0,0,0,0,0,0,0,60.0
342,372-2020-21,sofianeboufal,0.0,0.0,0.0,55.0,-1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
549,295-2021-22,martindubravka,2340.0,0.0,0.0,45.0,-1.0,465.0,2.8,0,0,1,0,0,0,0,0,1,0,50.0
386,448-2020-21,declanrice,2880.0,2.0,1.0,50.0,-3.0,520.0,1.8,0,0,0,1,0,0,0,0,0,0,50.0
781,224-2022-23,adamforshaw,473.0,0.0,0.0,45.0,-1.0,78.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
206,104-2020-21,marcosalonso,958.0,2.0,1.0,60.0,-4.0,225.0,2.2,1,0,0,0,1,0,0,0,0,0,65.0
295,327-2020-21,florianlejeune,0.0,0.0,0.0,45.0,-2.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,45.0
834,348-2022-23,tomheaton,0.0,0.0,0.0,40.0,-2.0,0.0,0.3,0,0,1,0,0,0,0,1,0,0,40.0
73,258-2017-18,kelechiiheanacho,818.0,3.0,4.0,70.0,-5.0,171.0,0.8,0,1,0,0,0,0,0,0,0,0,70.0
675,94-2022-23,shandonbaptiste,600.0,0.0,2.0,45.0,0.0,123.0,0.2,0,0,0,1,0,0,0,0,0,0,50.0
104,274-2017-18,juanmata,1919.0,3.0,5.0,70.0,-2.0,418.0,2.0,0,0,0,1,0,0,0,1,0,0,75.0
642,8-2022-23,kierantierney,774.0,0.0,1.0,50.0,-4.0,164.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
873,412-2022-23,nathantella,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
16,43-2017-18,dangosling,1941.0,2.0,1.0,50.0,-2.0,254.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
439,126-2021-22,michybatshuayi,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,60.0
91,245-2017-18,nicolásotamendi,2966.0,4.0,0.0,55.0,9.0,742.0,25.8,1,0,0,0,0,0,1,0,0,0,60.0
88,238-2017-18,divockorigi,9.0,0.0,0.0,75.0,-1.0,3.0,0.2,0,1,0,0,0,1,0,0,0,0,70.0
450,139-2021-22,ethanampadu,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,45.0
102,266-2017-18,marcosrojo,639.0,0.0,0.0,55.0,-1.0,126.0,0.1,1,0,0,0,0,0,0,1,0,0,55.0
238,150-2020-21,gylfisigurdsson,2244.0,6.0,5.0,70.0,-2.0,443.0,2.9,0,0,0,1,0,0,0,0,0,0,80.0
817,309-2022-23,aymericlaporte,992.0,0.0,0.0,60.0,-4.0,210.0,0.6,1,0,0,0,0,0,1,0,0,0,55.0
246,162-2020-21,yerrymina,1936.0,2.0,0.0,55.0,0.0,399.0,1.7,1,0,0,0,0,0,0,0,0,0,55.0
777,549-2022-23,dennispraet,635.0,1.0,1.0,50.0,-2.0,115.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
157,433-2017-18,samfield,534.0,1.0,0.0,45.0,-1.0,70.0,0.1,0,0,0,1,0,0,0,0,0,0,45.0
479,178-2021-22,masonholgate,2133.0,2.0,2.0,45.0,-3.0,312.0,1.6,1,0,0,0,0,0,0,0,0,0,50.0
767,259-2022-23,youritielemans,2341.0,3.0,3.0,65.0,-4.0,461.0,1.2,0,0,0,1,0,0,0,0,0,0,65.0
747,193-2022-23,bengodfrey,801.0,0.0,1.0,45.0,-2.0,101.0,0.1,1,0,0,0,0,0,0,0,0,0,50.0
18,48-2017-18,callumwilson,1981.0,8.0,2.0,60.0,-4.0,282.0,4.5,0,1,0,0,0,0,0,0,0,0,65.0
684,102-2022-23,jasonsteele,1350.0,0.0,1.0,40.0,0.0,332.0,6.0,0,0,1,0,0,0,0,0,0,0,40.0
121,324-2017-18,nathanredmond,1938.0,1.0,3.0,65.0,-6.0,296.0,1.8,0,0,0,1,0,0,0,0,0,0,60.0
666,80-2022-23,ivantoney,2953.0,20.0,4.0,70.0,1.0,607.0,18.2,0,1,0,0,0,0,0,0,0,0,65.0
274,243-2020-21,georginiowijnaldum,2938.0,2.0,1.0,55.0,-2.0,482.0,1.2,0,0,0,1,0,1,0,0,0,0,55.0
433,480-2021-22,waynehennessey,180.0,0.0,0.0,45.0,0.0,37.0,0.3,0,0,1,0,0,0,0,0,0,0,45.0
815,303-2022-23,riyadmahrez,1913.0,5.0,12.0,80.0,-5.0,470.0,8.9,0,0,0,1,0,0,1,0,0,0,90.0
311,513-2020-21,jamallewis,1833.0,0.0,1.0,45.0,-5.0,261.0,1.1,1,0,0,0,0,0,0,0,1,0,45.0
690,117-2022-23,jakubmoder,0.0,0.0,0.0,45.0,-1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
757,248-2022-23,kasperschmeichel,0.0,0.0,0.0,50.0,0.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,50.0
546,293-2021-22,ciaranclark,1012.0,0.0,1.0,45.0,-1.0,131.0,0.1,1,0,0,0,0,0,0,0,1,0,45.0
181,16-2020-21,robholding,2557.0,0.0,1.0,45.0,-2.0,536.0,4.7,1,0,0,0,0,0,0,0,0,0,45.0
184,21-2020-21,reissnelson,70.0,0.0,0.0,55.0,-4.0,2.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
406,18-2021-22,lucastorreira,0.0,0.0,0.0,45.0,0.0,0.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
606,373-2021-22,oliverskipp,1346.0,0.0,0.0,45.0,-1.0,180.0,0.6,0,0,0,1,0,0,0,0,0,1,45.0
520,199-2021-22,illanmeslier,3384.0,0.0,0.0,50.0,-2.0,713.0,2.0,0,0,1,0,0,0,0,0,0,0,45.0
380,436-2020-21,andriyyarmolenko,362.0,0.0,1.0,60.0,-5.0,47.0,0.1,0,0,0,1,0,0,0,0,0,0,60.0
410,67-2021-22,benwhite,2880.0,0.0,0.0,45.0,1.0,557.0,12.4,1,0,0,0,0,0,0,0,0,0,45.0
634,439-2021-22,maxkilman,2688.0,1.0,1.0,45.0,0.0,536.0,1.3,1,0,0,0,0,0,0,0,0,0,40.0
369,15-2020-21,ainsleymaitland-niles,1714.0,0.0,2.0,50.0,-4.0,273.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
737,179-2022-23,androstownsend,0.0,0.0,0.0,55.0,-1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
755,231-2022-23,danieljames,802.0,2.0,1.0,60.0,-1.0,152.0,0.2,0,0,0,1,0,0,0,0,0,0,60.0
683,101-2022-23,adamlallana,717.0,2.0,1.0,50.0,-2.0,146.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
78,218-2017-18,josephgomez,1901.0,0.0,2.0,45.0,0.0,480.0,2.2,1,0,0,0,0,1,0,0,0,0,50.0
573,333-2021-22,fraserforster,1710.0,0.0,0.0,45.0,-1.0,330.0,1.2,0,0,1,0,0,0,0,0,0,0,40.0
637,452-2021-22,johnruddy,135.0,0.0,0.0,45.0,-2.0,20.0,0.2,0,0,1,0,0,0,0,0,0,0,45.0
607,375-2021-22,tanguyndombele,481.0,1.0,1.0,60.0,-3.0,85.0,0.2,0,0,0,1,0,0,0,0,0,1,60.0
790,235-2022-23,pascalstruijk,2198.0,2.0,2.0,45.0,0.0,423.0,0.5,1,0,0,0,0,0,0,0,0,0,45.0
899,457-2022-23,aaroncresswell,2235.0,0.0,1.0,50.0,-3.0,439.0,1.5,1,0,0,0,0,0,0,0,0,0,55.0
753,105-2022-23,shaneduffy,17.0,0.0,0.0,45.0,-3.0,12.0,0.1,1,0,0,0,0,0,0,0,0,0,40.0
838,353-2022-23,karldarlow,0.0,0.0,0.0,40.0,-1.0,0.0,0.7,0,0,1,0,0,0,0,0,1,0,45.0
416,54-2021-22,jasonsteele,90.0,0.0,0.0,40.0,-1.0,17.0,2.8,0,0,1,0,0,0,0,0,0,0,40.0
672,89-2022-23,yoanewissa,1587.0,7.0,4.0,55.0,-2.0,292.0,0.3,0,0,0,1,0,0,0,0,0,0,60.0
561,307-2021-22,allansaint-maximin,2804.0,5.0,7.0,65.0,2.0,394.0,10.9,0,1,0,0,0,0,0,0,1,0,55.0
67,199-2017-18,riyadmahrez,2948.0,12.0,13.0,85.0,2.0,682.0,8.2,0,0,0,1,0,0,0,0,0,0,95.0
536,240-2021-22,diogojota,2357.0,15.0,7.0,75.0,8.0,483.0,17.3,0,0,0,1,0,1,0,0,0,0,65.0
77,217-2017-18,nathanielclyne,173.0,0.0,0.0,55.0,-2.0,25.0,0.3,1,0,0,0,0,1,0,0,0,0,55.0
105,277-2017-18,ashleyyoung,2444.0,2.0,6.0,50.0,-2.0,479.0,2.4,1,0,0,0,0,0,0,1,0,0,55.0
911,459-2022-23,craigdawson,2134.0,1.0,1.0,50.0,-2.0,390.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
707,144-2022-23,callumhudson-odoi,0.0,0.0,0.0,55.0,-2.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,55.0
638,452-2021-22,johnruddy,135.0,0.0,0.0,45.0,-2.0,20.0,0.2,0,0,1,0,0,0,0,0,0,0,45.0
559,304-2021-22,jacobmurphy,1457.0,1.0,4.0,50.0,-4.0,215.0,0.4,0,0,0,1,0,0,0,0,1,0,50.0
789,234-2022-23,jamieshackleton,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,45.0
850,370-2022-23,seanlongstaff,2514.0,1.0,5.0,45.0,-2.0,347.0,1.0,0,0,0,1,0,0,0,0,1,0,45.0
791,236-2022-23,kristofferklaesson,0.0,0.0,0.0,40.0,-2.0,0.0,0.7,0,0,1,0,0,0,0,0,0,0,45.0
705,142-2022-23,masonmount,1644.0,3.0,4.0,80.0,-8.0,277.0,3.4,0,0,0,1,1,0,0,0,0,0,75.0
490,202-2021-22,marcalbrighton,1127.0,1.0,2.0,55.0,-3.0,169.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
903,462-2022-23,arthurmasuaku,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45.0
766,258-2022-23,timothycastagne,3255.0,2.0,4.0,45.0,-2.0,615.0,5.5,1,0,0,0,0,0,0,0,0,0,55.0
605,371-2021-22,japhettanganga,735.0,0.0,0.0,45.0,-3.0,133.0,0.8,1,0,0,0,0,0,0,0,0,1,50.0
363,399-2020-21,ryansessegnon,0.0,0.0,0.0,50.0,-3.0,0.0,0.1,1,0,0,0,0,0,0,0,0,1,55.0
69,203-2017-18,demaraigray,1683.0,3.0,3.0,55.0,-2.0,308.0,0.6,0,0,0,1,0,0,0,0,0,0,50.0
548,294-2021-22,karldarlow,720.0,0.0,0.0,45.0,0.0,110.0,0.3,0,0,1,0,0,0,0,0,1,0,50.0
160,439-2017-18,darrenrandolph,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,45.0
11,35-2017-18,adamsmith,2067.0,1.0,3.0,50.0,-2.0,376.0,0.4,1,0,0,0,0,0,0,0,0,0,45.0
144,92-2017-18,andregray,1486.0,5.0,3.0,65.0,-2.0,237.0,1.3,0,1,0,0,0,0,0,0,0,0,65.0
517,197-2021-22,jamieshackleton,704.0,0.0,1.0,45.0,-1.0,94.0,0.1,0,0,0,1,0,0,0,0,0,0,50.0
427,70-2021-22,yvesbissouma,2110.0,1.0,2.0,45.0,-1.0,351.0,4.8,0,0,0,1,0,0,0,0,0,0,45.0
639,3-2022-23,granitxhaka,2992.0,7.0,8.0,50.0,-2.0,634.0,2.7,0,0,0,1,0,0,0,0,0,0,50.0
176,7-2020-21,shkodranmustafi,45.0,0.0,0.0,50.0,0.0,16.0,0.0,1,0,0,0,0,0,0,0,0,0,55.0
440,129-2021-22,kepaarrizabalaga,360.0,0.0,0.0,50.0,-5.0,89.0,0.3,0,0,1,0,1,0,0,0,0,0,50.0
521,267-2021-22,jackharrison,2638.0,8.0,1.0,60.0,-5.0,408.0,1.5,0,0,0,1,0,0,0,0,0,0,55.0
792,237-2022-23,samgreenwood,410.0,1.0,2.0,45.0,-4.0,107.0,10.8,0,1,0,0,0,0,0,0,0,0,45.0
854,295-2022-23,necowilliams,1872.0,1.0,1.0,40.0,-2.0,284.0,12.1,1,0,0,0,0,0,0,0,0,0,40.0
688,114-2022-23,tariqlamptey,439.0,0.0,0.0,45.0,-3.0,91.0,0.9,1,0,0,0,0,0,0,0,0,0,45.0
231,138-2020-21,lukamilivojevic,2357.0,1.0,1.0,60.0,-4.0,332.0,0.2,0,0,0,1,0,0,0,0,0,0,70.0
210,116-2020-21,andreaschristensen,1371.0,0.0,0.0,50.0,-3.0,323.0,1.1,1,0,0,0,1,0,0,0,0,0,50.0
640,5-2022-23,robholding,562.0,1.0,0.0,45.0,-3.0,120.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
143,511-2017-18,cameroncarter-vickers,0.0,0.0,0.0,45.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,45.0
519,199-2021-22,illanmeslier,3384.0,0.0,0.0,50.0,-2.0,713.0,2.0,0,0,1,0,0,0,0,0,0,0,45.0
909,473-2022-23,alphonseareola,307.0,0.0,0.0,45.0,-2.0,42.0,0.9,0,0,1,0,0,0,0,0,0,0,50.0
298,331-2020-21,pauldummett,1254.0,1.0,0.0,45.0,-1.0,204.0,0.1,1,0,0,0,0,0,0,0,1,0,45.0
428,71-2021-22,tariqlamptey,1547.0,0.0,2.0,45.0,0.0,308.0,1.8,1,0,0,0,0,0,0,0,0,0,45.0
612,407-2021-22,darrenrandolph,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,45.0
842,359-2022-23,ryanfraser,308.0,0.0,0.0,55.0,-3.0,39.0,0.1,0,0,0,1,0,0,0,0,1,0,55.0
8,26-2017-18,dannywelbeck,1178.0,5.0,2.0,75.0,-2.0,249.0,1.2,0,1,0,0,0,0,0,0,0,0,75.0
156,432-2017-18,mattphillips,2087.0,2.0,3.0,60.0,-6.0,276.0,0.5,0,0,0,1,0,0,0,0,0,0,55.0
539,246-2021-22,necowilliams,7.0,0.0,1.0,40.0,-2.0,17.0,0.5,1,0,0,0,0,1,0,0,0,0,40.0
506,340-2021-22,jannikvestergaard,563.0,0.0,0.0,50.0,-3.0,115.0,0.4,1,0,0,0,0,0,0,0,0,0,45.0
436,122-2021-22,marcosalonso,2164.0,4.0,5.0,55.0,2.0,528.0,15.3,1,0,0,0,1,0,0,0,0,0,60.0
266,231-2020-21,jamesmaddison,2093.0,8.0,7.0,70.0,2.0,473.0,5.5,0,0,0,1,0,0,0,0,0,0,70.0
461,153-2021-22,jordanayew,2012.0,3.0,4.0,60.0,-2.0,281.0,1.0,0,1,0,0,0,0,0,0,0,0,60.0
576,336-2021-22,nathanredmond,1827.0,1.0,6.0,60.0,-1.0,313.0,0.1,0,0,0,1,0,0,0,0,0,0,65.0
338,368-2020-21,stuartarmstrong,2764.0,4.0,7.0,55.0,0.0,455.0,0.5,0,0,0,1,0,0,0,0,0,0,55.0
255,217-2020-21,kasperschmeichel,3420.0,0.0,0.0,55.0,-1.0,631.0,9.6,0,0,1,0,0,0,0,0,0,0,50.0
731,170-2022-23,tyrickmitchell,2889.0,0.0,2.0,45.0,-1.0,476.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0
874,414-2022-23,yanvalery,45.0,0.0,0.0,40.0,0.0,1.0,0.3,1,0,0,0,0,0,0,0,0,0,40.0
665,78-2022-23,pontusjansson,722.0,1.0,0.0,45.0,-3.0,147.0,0.3,1,0,0,0,0,0,0,0,0,0,45.0
560,306-2021-22,isaachayden,1000.0,1.0,0.0,45.0,0.0,124.0,0.1,0,0,0,1,0,0,0,0,1,0,50.0
208,110-2020-21,kurtzouma,2027.0,5.0,0.0,50.0,3.0,481.0,8.0,1,0,0,0,1,0,0,0,0,0,50.0
287,468-2020-21,diogojota,1106.0,9.0,0.0,65.0,4.0,228.0,5.7,0,0,0,1,0,1,0,0,0,0,65.0
1,11-2017-18,robholding,819.0,0.0,1.0,50.0,-6.0,196.0,0.7,1,0,0,0,0,0,0,0,0,0,45.0
341,371-2020-21,angusgunn,0.0,0.0,0.0,45.0,-2.0,0.0,0.1,0,0,1,0,0,0,0,0,0,0,45.0
269,235-2020-21,harveybarnes,1944.0,9.0,5.0,70.0,-4.0,348.0,2.7,0,0,0,1,0,0,0,0,0,0,60.0
265,230-2020-21,demaraigray,18.0,0.0,0.0,55.0,-4.0,3.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
740,186-2022-23,alexiwobi,3379.0,2.0,8.0,55.0,-6.0,563.0,1.1,0,0,0,1,0,0,0,0,0,0,60.0
746,192-2022-23,masonholgate,506.0,0.0,0.0,45.0,-3.0,81.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
95,257-2017-18,sergioagüero,1960.0,21.0,6.0,115.0,0.0,740.0,10.7,0,1,0,0,0,0,1,0,0,0,130.0
879,420-2022-23,mohammedsalisu,1971.0,0.0,1.0,45.0,-3.0,305.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
42,120-2017-18,martinkelly,1193.0,0.0,0.0,45.0,-4.0,185.0,0.6,1,0,0,0,0,0,0,0,0,0,45.0
901,460-2022-23,manuellanzini,243.0,1.0,0.0,55.0,-5.0,63.0,0.1,0,0,0,1,0,0,0,0,0,0,60.0
907,468-2022-23,tomassoucek,2811.0,2.0,4.0,55.0,-5.0,364.0,0.6,0,0,0,1,0,0,0,0,0,0,60.0
756,470-2022-23,issadiop,2008.0,1.0,0.0,45.0,-2.0,422.0,0.3,1,0,0,0,0,0,0,0,0,0,45.0
628,425-2021-22,benjohnson,1397.0,1.0,0.0,40.0,-1.0,235.0,3.6,1,0,0,0,0,0,0,0,0,0,40.0
45,127-2017-18,jamesmcarthur,2425.0,5.0,2.0,45.0,-1.0,416.0,4.7,0,0,0,1,0,0,0,0,0,0,50.0
161,442-2017-18,winstonreid,1452.0,0.0,0.0,50.0,-2.0,264.0,0.6,1,0,0,0,0,0,0,0,0,0,50.0
727,164-2022-23,jairoriedewald,60.0,0.0,0.0,45.0,-3.0,19.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
629,489-2021-22,alphonseareola,90.0,0.0,0.0,50.0,-3.0,11.0,0.7,0,0,1,0,0,0,0,0,0,0,45.0
288,20-2020-21,josephwillock,1210.0,8.0,0.0,50.0,-1.0,254.0,4.1,0,0,0,1,0,0,0,0,1,0,50.0
589,546-2021-22,yanvalery,369.0,0.0,0.0,40.0,-1.0,62.0,0.8,1,0,0,0,0,0,0,0,0,0,50.0
813,299-2022-23,kylewalker,1953.0,0.0,0.0,50.0,-3.0,376.0,4.5,1,0,0,0,0,0,1,0,0,0,55.0
864,401-2022-23,alexmccarthy,540.0,0.0,0.0,45.0,-2.0,83.0,0.1,0,0,1,0,0,0,0,0,0,0,45.0
575,334-2021-22,alexmccarthy,1530.0,0.0,0.0,45.0,-2.0,286.0,1.2,0,0,1,0,0,0,0,0,0,0,45.0
315,345-2020-21,chrisbasham,2576.0,0.0,1.0,50.0,-4.0,408.0,0.5,1,0,0,0,0,0,0,0,0,0,45.0
230,137-2020-21,androstownsend,2250.0,1.0,5.0,60.0,-5.0,378.0,1.1,0,0,0,1,0,0,0,0,0,0,60.0
698,132-2022-23,mateokovacic,1699.0,1.0,2.0,50.0,-1.0,289.0,0.3,0,0,0,1,1,0,0,0,0,0,50.0
750,475-2022-23,conorcoady,2094.0,1.0,1.0,50.0,-3.0,397.0,3.0,1,0,0,0,0,0,0,0,0,0,45.0
711,148-2022-23,conorgallagher,1608.0,3.0,1.0,60.0,-4.0,279.0,0.7,0,0,0,1,1,0,0,0,0,0,55.0
76,214-2017-18,loriskarius,1710.0,0.0,0.0,50.0,-1.0,382.0,1.9,0,0,1,0,0,1,0,0,0,0,50.0
633,434-2021-22,leanderdendoncker,1945.0,2.0,3.0,50.0,-4.0,308.0,0.3,0,0,0,1,0,0,0,0,0,0,50.0
883,429-2022-23,mattdoherty,663.0,1.0,0.0,50.0,-4.0,147.0,0.3,1,0,0,0,0,0,0,0,0,1,50.0
247,163-2020-21,tomdavies,1417.0,0.0,1.0,55.0,-3.0,209.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
476,175-2021-22,yerrymina,844.0,0.0,0.0,50.0,-1.0,133.0,0.3,1,0,0,0,0,0,0,0,0,0,55.0
670,87-2022-23,samanghoddos,124.0,0.0,0.0,50.0,-2.0,53.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
85,232-2017-18,georginiowijnaldum,2381.0,1.0,2.0,70.0,-4.0,406.0,2.2,0,0,0,1,0,1,0,0,0,0,80.0
469,163-2021-22,fabiandelph,660.0,0.0,0.0,45.0,-3.0,118.0,1.3,0,0,0,1,0,0,0,0,0,0,50.0
225,131-2020-21,jamesmccarthy,816.0,0.0,0.0,45.0,-2.0,129.0,0.7,0,0,0,1,0,0,0,0,0,0,45.0
331,148-2020-21,theowalcott,1629.0,3.0,4.0,60.0,-2.0,185.0,0.3,0,0,0,1,0,0,0,0,0,0,65.0
233,141-2020-21,wilfriedzaha,2612.0,11.0,4.0,70.0,1.0,362.0,9.9,0,0,0,1,0,0,0,0,0,0,70.0
588,519-2021-22,shanelong,300.0,1.0,0.0,55.0,-1.0,48.0,0.2,0,1,0,0,0,0,0,0,0,0,55.0
475,174-2021-22,alexiwobi,2029.0,2.0,2.0,60.0,-2.0,312.0,0.3,0,0,0,1,0,0,0,0,0,0,60.0
812,501-2022-23,nathanielphillips,65.0,0.0,0.0,40.0,-2.0,17.0,0.6,1,0,0,0,0,1,0,0,0,0,45.0
793,238-2022-23,illanmeslier,3060.0,0.0,0.0,45.0,-1.0,548.0,1.7,0,0,1,0,0,0,0,0,0,0,50.0
599,360-2021-22,mattdoherty,871.0,2.0,5.0,50.0,-5.0,255.0,0.8,1,0,0,0,0,0,0,0,0,1,60.0
421,61-2021-22,adamwebster,1429.0,2.0,0.0,45.0,-2.0,266.0,0.3,1,0,0,0,0,0,0,0,0,0,45.0
687,108-2022-23,adamwebster,1983.0,0.0,0.0,45.0,0.0,405.0,0.5,1,0,0,0,0,0,0,0,0,0,45.0
182,17-2020-21,kierantierney,2299.0,1.0,4.0,55.0,-3.0,483.0,4.3,1,0,0,0,0,0,0,0,0,0,55.0
617,411-2021-22,aaroncresswell,2726.0,2.0,4.0,55.0,-1.0,578.0,7.9,1,0,0,0,0,0,0,0,0,0,50.0
332,361-2020-21,shanelong,201.0,0.0,0.0,55.0,-4.0,21.0,0.4,0,1,0,0,0,0,0,0,0,0,50.0
438,125-2021-22,mateokovacic,1552.0,2.0,5.0,50.0,-1.0,348.0,1.7,0,0,0,1,1,0,0,0,0,0,55.0
49,221-2017-18,mamadousakho,1597.0,1.0,2.0,50.0,-4.0,405.0,1.0,1,0,0,0,0,0,0,0,0,0,50.0
5,22-2017-18,mohamedelneny,865.0,0.0,1.0,45.0,-3.0,156.0,3.0,0,0,0,1,0,0,0,0,0,0,50.0
529,233-2021-22,mohamedsalah,2758.0,23.0,14.0,125.0,6.0,756.0,41.0,0,0,0,1,0,1,0,0,0,0,120.0
234,142-2020-21,jeffreyschlupp,1415.0,2.0,3.0,55.0,-2.0,194.0,0.1,0,0,0,1,0,0,0,0,0,0,55.0
486,544-2021-22,jarradbranthwaite,387.0,1.0,0.0,40.0,0.0,49.0,0.3,1,0,0,0,0,0,0,0,0,0,40.0
822,325-2022-23,kalvinphillips,291.0,0.0,0.0,50.0,-2.0,68.0,0.1,0,0,0,1,0,0,1,0,0,0,50.0
497,209-2021-22,timothycastagne,2124.0,1.0,0.0,55.0,-2.0,365.0,1.5,1,0,0,0,0,0,0,0,0,0,55.0
818,310-2022-23,zacksteffen,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,45.0
106,279-2017-18,jesselingard,1807.0,8.0,6.0,60.0,0.0,450.0,10.3,0,0,0,1,0,0,0,1,0,0,60.0
443,132-2021-22,rubenloftus-cheek,1384.0,0.0,3.0,55.0,-1.0,251.0,0.2,0,0,0,1,1,0,0,0,0,0,60.0
488,200-2021-22,kasperschmeichel,3330.0,0.0,0.0,50.0,0.0,706.0,18.2,0,0,1,0,0,0,0,0,0,0,55.0
646,111-2022-23,leandrotrossard,2237.0,8.0,13.0,65.0,1.0,494.0,7.2,0,0,0,1,0,0,0,0,0,0,65.0
12,36-2017-18,tyronemings,201.0,0.0,0.0,45.0,-3.0,40.0,0.2,1,0,0,0,0,0,0,0,0,0,45.0
738,180-2022-23,michaelkeane,983.0,1.0,2.0,45.0,-3.0,180.0,0.5,1,0,0,0,0,0,0,0,0,0,50.0
726,163-2022-23,willhughes,822.0,1.0,1.0,50.0,-2.0,152.0,0.0,0,0,0,1,0,0,0,0,0,0,50.0
190,54-2020-21,adamlallana,1584.0,1.0,1.0,65.0,-3.0,265.0,0.3,0,0,0,1,0,0,0,0,0,0,60.0
860,518-2022-23,waynehennessey,271.0,0.0,0.0,40.0,-1.0,46.0,1.4,0,0,1,0,0,0,0,0,0,0,45.0
282,256-2020-21,divockorigi,180.0,0.0,0.0,55.0,-4.0,23.0,0.6,0,1,0,0,0,1,0,0,0,0,55.0
29,469-2017-18,nickpope,3114.0,0.0,0.0,45.0,5.0,701.0,10.1,0,0,1,0,0,0,0,0,0,0,40.0
169,453-2017-18,manuellanzini,2039.0,5.0,7.0,70.0,-4.0,470.0,0.8,0,0,0,1,0,0,0,0,0,0,65.0
180,14-2020-21,seadkolasinac,90.0,0.0,0.0,50.0,-2.0,9.0,0.1,1,0,0,0,0,0,0,0,0,0,55.0
100,264-2017-18,philjones,1973.0,0.0,0.0,50.0,5.0,554.0,5.2,1,0,0,0,0,0,0,1,0,0,50.0
197,66-2020-21,adamwebster,2594.0,1.0,0.0,45.0,-2.0,470.0,1.0,1,0,0,0,0,0,0,0,0,0,45.0
495,206-2021-22,dennispraet,0.0,0.0,0.0,50.0,-1.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,55.0
721,157-2022-23,nathanielclyne,1638.0,0.0,0.0,45.0,0.0,246.0,0.1,1,0,0,0,0,0,0,0,0,0,45.0
647,313-2022-23,oleksandrzinchenko,2122.0,1.0,2.0,50.0,0.0,500.0,9.0,1,0,0,0,0,0,0,0,0,0,55.0
