,unique_id,full_name,position,teams,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value
1300,287-2022-23,nabykeita,MID,liverpool,290.0,0.0,0.0,34.0,0.0,50.0,-3.0,50.0
1301,289-2022-23,caoimhinkelleher,GK,liverpool,90.0,0.0,0.0,20.0,0.2,40.0,-1.0,45.0
1302,291-2022-23,curtisjones,MID,liverpool,1029.0,3.0,1.0,206.0,0.4,50.0,-1.0,50.0
1303,292-2022-23,konstantinostsimikas,DEF,liverpool,762.0,0.0,4.0,216.0,0.4,45.0,-2.0,40.0
1304,294-2022-23,harveyelliott,MID,liverpool,1600.0,1.0,2.0,286.0,0.5,50.0,-2.0,55.0
1305,498-2022-23,rhyswilliams,DEF,liverpool,0.0,0.0,0.0,0.0,0.0,40.0,0.0,45.0
1306,499-2022-23,bendavies,DEF,liverpool,0.0,0.0,0.0,0.0,0.0,40.0,0.0,40.0
1307,499-2022-23,bendavies,DEF,liverpool,0.0,0.0,0.0,0.0,0.0,40.0,0.0,45.0
1308,501-2022-23,nathanielphillips,DEF,liverpool,65.0,0.0,0.0,17.0,0.6,40.0,-2.0,45.0
1309,299-2022-23,kylewalker,DEF,manchestercity,1953.0,0.0,0.0,376.0,4.5,50.0,-3.0,55.0
1310,302-2022-23,johnstones,DEF,manchestercity,1844.0,2.0,2.0,422.0,8.2,55.0,1.0,55.0
1311,303-2022-23,riyadmahrez,MID,manchestercity,1913.0,5.0,12.0,470.0,8.9,80.0,-5.0,90.0
1312,305-2022-23,jackgrealish,MID,manchestercity,2051.0,5.0,10.0,490.0,7.9,70.0,1.0,80.0
1313,309-2022-23,aymericlaporte,DEF,manchestercity,992.0,0.0,0.0,210.0,0.6,60.0,-4.0,55.0
1314,310-2022-23,zacksteffen,GK,manchestercity,0.0,0.0,0.0,0.0,0.0,40.0,0.0,45.0
1315,314-2022-23,philfoden,MID,manchestercity,1832.0,11.0,7.0,517.0,9.7,80.0,0.0,80.0
1316,315-2022-23,rodrigohernandez,MID,manchestercity,2911.0,2.0,6.0,606.0,1.9,60.0,-4.0,55.0
1317,316-2022-23,colepalmer,MID,manchestercity,358.0,0.0,1.0,76.0,0.1,45.0,-3.0,45.0
1318,325-2022-23,kalvinphillips,MID,manchestercity,291.0,0.0,0.0,68.0,0.1,50.0,-2.0,50.0
1319,162-2022-23,jackbutland,GK,manchesterunited,0.0,0.0,0.0,0.0,0.1,45.0,-1.0,45.0
1320,330-2022-23,harrymaguire,DEF,manchesterunited,762.0,0.0,0.0,201.0,0.4,50.0,-3.0,55.0
1321,332-2022-23,lukeshaw,DEF,manchesterunited,2552.0,1.0,4.0,626.0,19.2,50.0,3.0,55.0
1322,335-2022-23,marcusrashford,MID,manchesterunited,2880.0,17.0,7.0,530.0,37.8,65.0,7.0,95.0
1323,338-2022-23,scottmctominay,MID,manchesterunited,1149.0,1.0,0.0,146.0,0.2,50.0,-1.0,55.0
1324,339-2022-23,ericbailly,DEF,manchesterunited,0.0,0.0,0.0,0.0,0.3,40.0,0.0,50.0
1325,340-2022-23,jadonsancho,MID,manchesterunited,1683.0,6.0,3.0,375.0,3.3,75.0,-4.0,95.0
1326,341-2022-23,aaronwan-bissaka,DEF,manchesterunited,1432.0,0.0,0.0,308.0,1.8,45.0,-2.0,55.0
1327,343-2022-23,brandonwilliams,DEF,manchesterunited,0.0,0.0,0.0,0.0,2.8,40.0,-3.0,40.0
1328,344-2022-23,anthonyelanga,MID,manchesterunited,417.0,0.0,1.0,53.0,0.4,50.0,-4.0,50.0
1329,345-2022-23,anthonymartial,FWD,manchesterunited,970.0,6.0,3.0,230.0,2.9,70.0,-7.0,80.0
1330,348-2022-23,tomheaton,GK,manchesterunited,0.0,0.0,0.0,0.0,0.3,40.0,-2.0,40.0
1331,195-2022-23,anthonygordon,MID,newcastleunited,1574.0,4.0,0.0,186.0,0.9,55.0,-4.0,45.0
1332,350-2022-23,mattritchie,DEF,newcastleunited,35.0,0.0,0.0,24.0,0.1,45.0,-3.0,50.0
1333,352-2022-23,ciaranclark,DEF,newcastleunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
1334,353-2022-23,karldarlow,GK,newcastleunited,0.0,0.0,0.0,0.0,0.7,40.0,-1.0,45.0
1335,355-2022-23,martindubravka,GK,newcastleunited,156.0,0.0,0.0,49.0,0.4,45.0,-4.0,45.0
1336,356-2022-23,callumwilson,FWD,newcastleunited,1870.0,18.0,6.0,526.0,17.2,75.0,-2.0,75.0
1337,358-2022-23,danburn,DEF,newcastleunited,3109.0,1.0,0.0,584.0,4.3,45.0,0.0,45.0
1338,359-2022-23,ryanfraser,MID,newcastleunited,308.0,0.0,0.0,39.0,0.1,55.0,-3.0,55.0
1339,360-2022-23,jamaallascelles,DEF,newcastleunited,214.0,0.0,0.0,22.0,0.1,45.0,-2.0,45.0
1340,361-2022-23,dwightgayle,FWD,newcastleunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,55.0
1341,362-2022-23,pauldummett,DEF,newcastleunited,0.0,0.0,0.0,0.0,0.3,40.0,-1.0,45.0
1342,364-2022-23,emilkrafth,DEF,newcastleunited,1.0,0.0,0.0,3.0,0.0,45.0,-2.0,45.0
1343,365-2022-23,jacobmurphy,MID,newcastleunited,1230.0,4.0,2.0,240.0,3.2,45.0,-3.0,50.0
1344,367-2022-23,matttargett,DEF,newcastleunited,600.0,0.0,0.0,157.0,0.5,50.0,-3.0,50.0
1345,368-2022-23,allansaint-maximin,MID,newcastleunited,1109.0,1.0,6.0,240.0,3.1,65.0,-4.0,65.0
1346,370-2022-23,seanlongstaff,MID,newcastleunited,2514.0,1.0,5.0,347.0,1.0,45.0,-2.0,45.0
1347,372-2022-23,jamallewis,DEF,newcastleunited,9.0,0.0,0.0,6.0,0.1,45.0,-1.0,45.0
1348,375-2022-23,jeffhendrick,MID,newcastleunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,50.0
1349,376-2022-23,nickpope,GK,newcastleunited,3261.0,0.0,0.0,678.0,18.0,50.0,4.0,55.0
1350,295-2022-23,necowilliams,DEF,nottinghamforest,1872.0,1.0,1.0,284.0,12.1,40.0,-2.0,40.0
1351,349-2022-23,jonjoshelvey,MID,nottinghamforest,573.0,0.0,0.0,67.0,0.0,50.0,-2.0,55.0
1352,354-2022-23,chriswood,FWD,nottinghamforest,807.0,3.0,0.0,163.0,0.5,60.0,-4.0,70.0
1353,398-2022-23,deanhenderson,GK,nottinghamforest,1620.0,0.0,0.0,367.0,5.2,45.0,1.0,50.0
1354,474-2022-23,willyboly,DEF,nottinghamforest,684.0,0.0,1.0,147.0,0.1,45.0,-4.0,50.0
1355,493-2022-23,morgangibbs-white,MID,nottinghamforest,3151.0,5.0,12.0,479.0,1.3,55.0,0.0,45.0
1356,518-2022-23,waynehennessey,GK,nottinghamforest,271.0,0.0,0.0,46.0,1.4,40.0,-1.0,45.0
1357,527-2022-23,jesselingard,MID,nottinghamforest,918.0,0.0,1.0,93.0,1.1,60.0,-6.0,70.0
1358,21-2022-23,ainsleymaitland-niles,MID,southampton,1400.0,0.0,1.0,202.0,0.0,50.0,-2.0,55.0
1359,400-2022-23,theowalcott,MID,southampton,1123.0,2.0,2.0,140.0,0.0,50.0,-2.0,60.0
1360,401-2022-23,alexmccarthy,GK,southampton,540.0,0.0,0.0,83.0,0.1,45.0,-2.0,45.0
1361,403-2022-23,nathanredmond,MID,southampton,1.0,0.0,0.0,3.0,0.0,55.0,-2.0,60.0
1362,405-2022-23,stuartarmstrong,MID,southampton,1391.0,2.0,2.0,221.0,0.1,50.0,-3.0,60.0
1363,406-2022-23,mohamedelyounoussi,MID,southampton,2162.0,1.0,1.0,218.0,0.1,55.0,-4.0,55.0
1364,407-2022-23,jamesward-prowse,MID,southampton,3371.0,9.0,4.0,747.0,4.9,65.0,-4.0,65.0
1365,408-2022-23,adamarmstrong,FWD,southampton,1321.0,2.0,1.0,161.0,0.7,55.0,-2.0,60.0
1366,409-2022-23,kylewalker-peters,DEF,southampton,2650.0,1.0,0.0,335.0,0.6,45.0,-1.0,50.0
1367,410-2022-23,janbednarek,DEF,southampton,1770.0,0.0,0.0,321.0,0.2,45.0,-4.0,45.0
1368,411-2022-23,cheadams,FWD,southampton,1987.0,5.0,5.0,262.0,0.8,65.0,-5.0,70.0
1369,412-2022-23,nathantella,MID,southampton,0.0,0.0,0.0,0.0,0.0,50.0,0.0,50.0
1370,414-2022-23,yanvalery,DEF,southampton,45.0,0.0,0.0,1.0,0.3,40.0,0.0,40.0
1371,416-2022-23,ibrahimadiallo,MID,southampton,813.0,0.0,0.0,95.0,0.4,45.0,-4.0,45.0
1372,417-2022-23,romainperraud,DEF,southampton,1828.0,2.0,2.0,304.0,0.4,45.0,-5.0,50.0
1373,418-2022-23,moussadjenepo,MID,southampton,702.0,0.0,2.0,117.0,0.1,50.0,-1.0,55.0
1374,419-2022-23,tinolivramento,DEF,southampton,26.0,0.0,0.0,13.0,0.0,45.0,-1.0,40.0
1375,420-2022-23,mohammedsalisu,DEF,southampton,1971.0,0.0,1.0,305.0,0.1,45.0,-3.0,45.0
1376,425-2022-23,hugolloris,GK,tottenhamhotspur,2205.0,0.0,0.0,456.0,3.2,55.0,-1.0,55.0
1377,426-2022-23,fraserforster,GK,tottenhamhotspur,1215.0,0.0,0.0,222.0,4.4,40.0,-1.0,45.0
1378,427-2022-23,harrykane,FWD,tottenhamhotspur,3406.0,30.0,9.0,1008.0,32.7,115.0,0.0,125.0
1379,429-2022-23,mattdoherty,DEF,tottenhamhotspur,663.0,1.0,0.0,147.0,0.3,50.0,-4.0,50.0
1380,430-2022-23,ericdier,DEF,tottenhamhotspur,2816.0,2.0,1.0,569.0,4.8,50.0,0.0,45.0
1381,432-2022-23,bendavies,DEF,tottenhamhotspur,2284.0,2.0,3.0,470.0,1.0,50.0,-3.0,40.0
1382,432-2022-23,bendavies,DEF,tottenhamhotspur,2284.0,2.0,3.0,470.0,1.0,50.0,-3.0,45.0
1383,434-2022-23,harrywinks,MID,tottenhamhotspur,0.0,0.0,0.0,0.0,0.5,45.0,-1.0,45.0
1384,436-2022-23,ryansessegnon,DEF,tottenhamhotspur,805.0,2.0,1.0,121.0,0.5,45.0,-1.0,45.0
1385,437-2022-23,stevenbergwijn,MID,tottenhamhotspur,0.0,0.0,0.0,0.0,0.0,55.0,0.0,60.0
1386,439-2022-23,japhettanganga,DEF,tottenhamhotspur,145.0,0.0,0.0,32.0,2.5,40.0,-2.0,45.0
1387,441-2022-23,oliverskipp,MID,tottenhamhotspur,1489.0,1.0,0.0,199.0,0.1,45.0,-2.0,45.0
1388,442-2022-23,joerodon,DEF,tottenhamhotspur,0.0,0.0,0.0,0.0,0.0,40.0,0.0,45.0
1389,443-2022-23,cristianromero,DEF,tottenhamhotspur,2363.0,0.0,2.0,447.0,1.4,50.0,-1.0,50.0
1390,444-2022-23,yvesbissouma,MID,tottenhamhotspur,998.0,0.0,0.0,176.0,0.2,50.0,-3.0,45.0
1391,447-2022-23,danescarlett,FWD,tottenhamhotspur,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
1392,30-2022-23,dannyings,FWD,westhamunited,1579.0,8.0,2.0,317.0,1.4,70.0,-7.0,80.0
1393,455-2022-23,lukaszfabianski,GK,westhamunited,3111.0,0.0,0.0,622.0,1.2,50.0,-1.0,50.0
1394,456-2022-23,angeloogbonna,DEF,westhamunited,1234.0,0.0,0.0,217.0,0.1,45.0,-1.0,50.0
1395,457-2022-23,aaroncresswell,DEF,westhamunited,2235.0,0.0,1.0,439.0,1.5,50.0,-3.0,55.0
1396,458-2022-23,michailantonio,FWD,westhamunited,1822.0,5.0,3.0,222.0,1.5,75.0,-6.0,75.0
1397,460-2022-23,manuellanzini,MID,westhamunited,243.0,1.0,0.0,63.0,0.1,55.0,-5.0,60.0
1398,461-2022-23,kurtzouma,DEF,westhamunited,1988.0,2.0,1.0,385.0,1.4,45.0,-1.0,55.0
1399,462-2022-23,arthurmasuaku,DEF,westhamunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
1400,463-2022-23,vladimircoufal,DEF,westhamunited,2135.0,0.0,2.0,327.0,1.0,45.0,-5.0,50.0
1401,465-2022-23,jarrodbowen,MID,westhamunited,3232.0,6.0,9.0,431.0,3.3,85.0,-5.0,65.0
1402,467-2022-23,declanrice,MID,westhamunited,3272.0,4.0,3.0,622.0,3.2,50.0,-3.0,50.0
1403,468-2022-23,tomassoucek,MID,westhamunited,2811.0,2.0,4.0,364.0,0.6,55.0,-5.0,60.0
1404,471-2022-23,benjohnson,DEF,westhamunited,860.0,0.0,0.0,164.0,0.1,45.0,-1.0,40.0
1405,473-2022-23,alphonseareola,GK,westhamunited,307.0,0.0,0.0,42.0,0.9,45.0,-2.0,50.0
1406,556-2022-23,conorcoventry,MID,westhamunited,1.0,0.0,0.0,3.0,0.1,45.0,-1.0,45.0
1407,459-2022-23,craigdawson,DEF,wolverhamptonwanderers,2134.0,1.0,1.0,390.0,0.8,50.0,-2.0,50.0
1408,484-2022-23,maxkilman,DEF,wolverhamptonwanderers,3307.0,0.0,1.0,622.0,3.1,45.0,-2.0,45.0
1409,485-2022-23,lukecundle,MID,wolverhamptonwanderers,0.0,0.0,0.0,0.0,0.2,45.0,-1.0,45.0
1410,488-2022-23,fabiosilva,FWD,wolverhamptonwanderers,0.0,0.0,0.0,0.0,0.0,55.0,0.0,60.0
1411,516-2022-23,nathancollins,DEF,wolverhamptonwanderers,1811.0,0.0,0.0,326.0,0.5,45.0,-3.0,45.0
1412,568-2022-23,chemcampbell,MID,wolverhamptonwanderers,68.0,0.0,0.0,9.0,0.3,45.0,-1.0,45.0
