,unique_id,full_name,position,teams,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value
236,139-2018-19,scottdann,DEF,crystalpalace,661.0,0.0,1.0,129.0,0.1,45.0,-1.0,50.0
237,140-2018-19,martinkelly,DEF,crystalpalace,1110.0,0.0,0.0,166.0,5.0,40.0,-1.0,45.0
238,141-2018-19,jeffreyschlupp,MID,crystalpalace,1660.0,4.0,3.0,301.0,2.5,45.0,-2.0,50.0
239,143-2018-19,mamadousakho,DEF,crystalpalace,2416.0,0.0,0.0,533.0,1.2,50.0,-1.0,50.0
240,144-2018-19,jairoriedewald,MID,crystalpalace,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,50.0
241,147-2018-19,jamesmcarthur,MID,crystalpalace,3057.0,3.0,7.0,500.0,3.4,50.0,-1.0,45.0
242,149-2018-19,androstownsend,MID,crystalpalace,3007.0,6.0,5.0,520.0,3.5,60.0,-4.0,60.0
243,150-2018-19,lukamilivojevic,MID,crystalpalace,3420.0,12.0,2.0,741.0,10.6,65.0,0.0,50.0
244,151-2018-19,wilfriedzaha,MID,crystalpalace,3037.0,10.0,11.0,459.0,15.6,70.0,0.0,70.0
245,152-2018-19,christianbenteke,FWD,crystalpalace,807.0,1.0,1.0,65.0,0.5,65.0,-2.0,80.0
246,412-2018-19,cheikhoukouyaté,MID,crystalpalace,1889.0,0.0,3.0,251.0,0.2,50.0,-3.0,50.0
247,441-2018-19,joelward,DEF,crystalpalace,551.0,1.0,0.0,68.0,0.2,45.0,-2.0,50.0
248,444-2018-19,connorwickham,FWD,crystalpalace,61.0,0.0,1.0,23.0,0.1,50.0,-1.0,55.0
249,505-2018-19,jordanayew,FWD,crystalpalace,1176.0,1.0,3.0,114.0,0.2,60.0,-3.0,50.0
250,154-2018-19,jordanpickford,GK,everton,3420.0,0.0,0.0,706.0,13.3,50.0,-1.0,50.0
251,157-2018-19,seamuscoleman,DEF,everton,2558.0,2.0,2.0,548.0,1.6,55.0,-3.0,65.0
252,158-2018-19,philjagielka,DEF,everton,329.0,1.0,0.0,80.0,0.6,45.0,-2.0,50.0
253,160-2018-19,masonholgate,DEF,everton,407.0,0.0,0.0,61.0,0.1,45.0,-2.0,45.0
254,161-2018-19,jonjoekenny,DEF,everton,789.0,0.0,1.0,134.0,0.2,45.0,-4.0,45.0
255,162-2018-19,michaelkeane,DEF,everton,2970.0,1.0,2.0,642.0,4.3,50.0,-2.0,55.0
256,164-2018-19,theowalcott,MID,everton,2108.0,5.0,3.0,292.0,2.5,65.0,-6.0,75.0
257,166-2018-19,jamesmccarthy,MID,everton,14.0,0.0,0.0,3.0,0.0,45.0,-1.0,50.0
258,168-2018-19,idrissagueye,MID,everton,2821.0,0.0,2.0,472.0,0.3,50.0,-3.0,50.0
259,169-2018-19,tomdavies,MID,everton,975.0,0.0,0.0,127.0,0.1,55.0,-5.0,55.0
260,170-2018-19,ademolalookman,MID,everton,600.0,0.0,3.0,110.0,0.1,55.0,-6.0,55.0
261,172-2018-19,gylfisigurdsson,MID,everton,3122.0,13.0,6.0,662.0,8.3,75.0,-1.0,85.0
262,175-2018-19,dominiccalvert-lewin,FWD,everton,1769.0,6.0,5.0,267.0,1.9,55.0,-1.0,50.0
263,9-2018-19,calumchambers,DEF,fulham,2586.0,2.0,0.0,431.0,1.1,45.0,-3.0,50.0
264,487-2018-19,alfiemawson,DEF,fulham,1130.0,0.0,0.0,174.0,0.1,50.0,-3.0,50.0
265,511-2018-19,timothyfosu-mensah,DEF,fulham,791.0,0.0,0.0,119.0,0.3,45.0,0.0,45.0
266,191-2018-19,jonaslössl,GK,huddersfieldtown,2777.0,0.0,1.0,541.0,1.5,45.0,-1.0,45.0
267,195-2018-19,mathiasjorgensen,DEF,huddersfieldtown,2147.0,3.0,1.0,402.0,2.3,45.0,-1.0,45.0
268,199-2018-19,aaronmooy,MID,huddersfieldtown,2326.0,3.0,1.0,411.0,1.0,55.0,-5.0,55.0
269,202-2018-19,philipbilling,MID,huddersfieldtown,2187.0,2.0,0.0,317.0,1.0,45.0,0.0,45.0
270,213-2018-19,kasperschmeichel,GK,leicestercity,3420.0,0.0,0.0,618.0,4.7,50.0,0.0,50.0
271,214-2018-19,eldinjakupovic,GK,leicestercity,0.0,0.0,0.0,0.0,0.1,45.0,-2.0,45.0
272,215-2018-19,wesmorgan,DEF,leicestercity,1924.0,3.0,0.0,365.0,1.6,45.0,0.0,45.0
273,216-2018-19,christianfuchs,DEF,leicestercity,206.0,0.0,0.0,38.0,0.4,45.0,-4.0,50.0
274,219-2018-19,benjaminchilwell,DEF,leicestercity,3240.0,0.0,5.0,578.0,2.8,50.0,0.0,45.0
275,220-2018-19,harrymaguire,DEF,leicestercity,2596.0,3.0,1.0,533.0,8.3,55.0,-1.0,50.0
276,222-2018-19,jonnyevans,DEF,leicestercity,1993.0,1.0,0.0,418.0,0.4,50.0,-2.0,50.0
277,224-2018-19,marcalbrighton,MID,leicestercity,1617.0,2.0,2.0,279.0,0.3,55.0,-4.0,55.0
278,225-2018-19,demaraigray,MID,leicestercity,1978.0,4.0,1.0,244.0,0.9,55.0,-1.0,55.0
279,226-2018-19,danielamartey,DEF,leicestercity,639.0,0.0,0.0,103.0,0.2,45.0,-2.0,45.0
280,227-2018-19,wilfredndidi,MID,leicestercity,3295.0,2.0,0.0,571.0,0.8,50.0,-1.0,50.0
281,229-2018-19,mattyjames,MID,leicestercity,0.0,0.0,0.0,0.0,0.0,45.0,-1.0,45.0
282,234-2018-19,jamievardy,FWD,leicestercity,2726.0,18.0,5.0,598.0,10.3,90.0,0.0,85.0
283,236-2018-19,kelechiiheanacho,FWD,leicestercity,924.0,1.0,5.0,160.0,0.8,60.0,-3.0,70.0
284,238-2018-19,loriskarius,GK,liverpool,0.0,0.0,0.0,0.0,0.1,50.0,-1.0,50.0
285,242-2018-19,josephgomez,DEF,liverpool,1059.0,0.0,0.0,268.0,1.0,50.0,-2.0,45.0
286,243-2018-19,joelmatip,DEF,liverpool,1535.0,1.0,0.0,402.0,1.1,50.0,-1.0,55.0
287,245-2018-19,trentalexander-arnold,DEF,liverpool,2460.0,1.0,13.0,753.0,26.9,50.0,8.0,45.0
288,247-2018-19,andrewrobertson,DEF,liverpool,3216.0,0.0,12.0,906.0,33.0,60.0,7.0,50.0
289,248-2018-19,alexoxlade-chamberlain,MID,liverpool,19.0,0.0,0.0,7.0,0.1,65.0,-1.0,60.0
290,249-2018-19,jordanhenderson,MID,liverpool,1976.0,1.0,3.0,397.0,0.7,55.0,-2.0,55.0
291,250-2018-19,adamlallana,MID,liverpool,460.0,0.0,1.0,96.0,0.6,70.0,-1.0,75.0
292,251-2018-19,sadiomané,MID,liverpool,3076.0,22.0,3.0,703.0,38.6,95.0,8.0,95.0
293,252-2018-19,georginiowijnaldum,MID,liverpool,2723.0,3.0,1.0,470.0,1.4,55.0,0.0,70.0
294,253-2018-19,mohamedsalah,MID,liverpool,3254.0,22.0,12.0,687.0,33.9,130.0,2.0,90.0
295,254-2018-19,jamesmilner,MID,liverpool,1778.0,5.0,5.0,448.0,2.5,55.0,1.0,65.0
296,257-2018-19,robertofirmino,FWD,liverpool,2606.0,12.0,8.0,647.0,14.2,95.0,-2.0,85.0
297,462-2018-19,xherdanshaqiri,MID,liverpool,1052.0,6.0,5.0,302.0,2.1,75.0,-7.0,60.0
298,223-2018-19,riyadmahrez,MID,manchestercity,1331.0,7.0,4.0,349.0,1.7,90.0,-8.0,85.0
299,261-2018-19,claudiobravo,GK,manchestercity,0.0,0.0,0.0,0.0,0.1,50.0,-2.0,50.0
300,262-2018-19,johnstones,DEF,manchestercity,1761.0,0.0,0.0,431.0,4.6,55.0,-3.0,55.0
301,264-2018-19,nicolásotamendi,DEF,manchestercity,1233.0,0.0,0.0,335.0,2.6,65.0,-5.0,55.0
302,265-2018-19,kylewalker,DEF,manchestercity,2776.0,1.0,1.0,684.0,12.1,65.0,-1.0,65.0
303,267-2018-19,benjaminmendy,DEF,manchestercity,900.0,0.0,6.0,262.0,5.9,60.0,1.0,65.0
304,269-2018-19,fabiandelph,MID,manchestercity,722.0,0.0,1.0,186.0,0.3,55.0,-2.0,45.0
305,270-2018-19,raheemsterling,MID,manchestercity,2770.0,17.0,15.0,743.0,24.8,110.0,7.0,80.0
306,274-2018-19,ilkaygündogan,MID,manchestercity,2129.0,6.0,3.0,528.0,2.3,55.0,-1.0,55.0
307,277-2018-19,philfoden,MID,manchestercity,328.0,1.0,0.0,93.0,0.2,50.0,-5.0,50.0
308,280-2018-19,sergioagüero,FWD,manchestercity,2457.0,21.0,11.0,740.0,42.7,110.0,10.0,115.0
309,283-2018-19,sergioromero,GK,manchesterunited,0.0,0.0,0.0,0.0,0.1,50.0,-1.0,50.0
310,284-2018-19,chrissmalling,DEF,manchesterunited,2127.0,1.0,0.0,335.0,1.4,60.0,-4.0,55.0
311,285-2018-19,philjones,DEF,manchesterunited,1261.0,0.0,1.0,273.0,0.5,55.0,-4.0,50.0
312,286-2018-19,lukeshaw,DEF,manchesterunited,2591.0,1.0,5.0,489.0,8.1,50.0,1.0,50.0
313,287-2018-19,marcosrojo,DEF,manchesterunited,209.0,0.0,0.0,15.0,0.1,50.0,-1.0,55.0
314,291-2018-19,ericbailly,DEF,manchesterunited,636.0,0.0,0.0,109.0,1.3,55.0,-5.0,60.0
315,292-2018-19,victorlindelöf,DEF,manchesterunited,2600.0,1.0,1.0,527.0,5.2,50.0,-1.0,55.0
316,293-2018-19,ashleyyoung,DEF,manchesterunited,2568.0,2.0,3.0,450.0,1.7,60.0,-3.0,50.0
317,296-2018-19,nemanjamatic,MID,manchesterunited,2437.0,1.0,0.0,371.0,0.7,50.0,0.0,50.0
318,297-2018-19,juanmata,MID,manchesterunited,1284.0,3.0,4.0,274.0,1.2,65.0,-4.0,70.0
319,300-2018-19,jesselingard,MID,manchesterunited,1657.0,4.0,3.0,270.0,2.6,70.0,-3.0,60.0
320,301-2018-19,anthonymartial,FWD,manchesterunited,1613.0,10.0,4.0,389.0,3.4,75.0,-3.0,80.0
321,302-2018-19,paulpogba,MID,manchesterunited,3007.0,13.0,10.0,648.0,33.7,80.0,6.0,80.0
322,303-2018-19,scottmctominay,MID,manchesterunited,862.0,2.0,0.0,152.0,1.2,45.0,-3.0,45.0
323,305-2018-19,marcusrashford,MID,manchesterunited,2331.0,10.0,7.0,425.0,21.9,70.0,3.0,75.0
324,306-2018-19,romelulukaku,FWD,manchesterunited,2126.0,12.0,1.0,361.0,3.9,110.0,-3.0,115.0
325,481-2018-19,andreaspereira,MID,manchesterunited,590.0,1.0,1.0,115.0,0.3,50.0,-5.0,50.0
326,520-2018-19,leegrant,GK,manchesterunited,0.0,0.0,0.0,0.0,0.0,50.0,-2.0,45.0
327,307-2018-19,robertelliot,GK,newcastleunited,0.0,0.0,0.0,0.0,0.1,45.0,-2.0,40.0
328,308-2018-19,karldarlow,GK,newcastleunited,0.0,0.0,0.0,0.0,0.1,45.0,-1.0,45.0
329,310-2018-19,deandreyedlin,DEF,newcastleunited,2472.0,1.0,2.0,325.0,0.9,45.0,0.0,45.0
330,311-2018-19,ciaranclark,DEF,newcastleunited,857.0,3.0,0.0,194.0,0.2,45.0,0.0,45.0
331,312-2018-19,jamaallascelles,DEF,newcastleunited,2745.0,0.0,1.0,539.0,3.1,50.0,-3.0,45.0
332,313-2018-19,pauldummett,DEF,newcastleunited,1986.0,0.0,0.0,365.0,0.2,45.0,-1.0,45.0
333,314-2018-19,florianlejeune,DEF,newcastleunited,1054.0,0.0,0.0,209.0,0.1,45.0,-1.0,45.0
334,315-2018-19,javiermanquillo,DEF,newcastleunited,1098.0,0.0,3.0,231.0,0.3,45.0,-2.0,45.0
335,317-2018-19,mattritchie,MID,newcastleunited,2927.0,2.0,8.0,504.0,0.6,60.0,-2.0,60.0
336,318-2018-19,jonjoshelvey,MID,newcastleunited,943.0,1.0,1.0,170.0,0.3,55.0,-2.0,55.0
337,320-2018-19,christianatsu,MID,newcastleunited,1481.0,1.0,1.0,175.0,0.1,55.0,-4.0,50.0
338,321-2018-19,jacobmurphy,MID,newcastleunited,296.0,0.0,1.0,50.0,0.0,50.0,-3.0,55.0
339,323-2018-19,isaachayden,MID,newcastleunited,1857.0,1.0,4.0,306.0,1.4,45.0,-2.0,45.0
340,325-2018-19,dwightgayle,FWD,newcastleunited,0.0,0.0,0.0,0.0,0.1,60.0,0.0,65.0
341,326-2018-19,ayozepérez,MID,newcastleunited,2916.0,12.0,2.0,541.0,3.4,65.0,-4.0,55.0
342,493-2018-19,salomónrondón,FWD,newcastleunited,2601.0,11.0,8.0,466.0,7.7,60.0,-1.0,65.0
343,516-2018-19,federicofernández,DEF,newcastleunited,1482.0,0.0,2.0,277.0,0.2,45.0,-1.0,45.0
344,258-2018-19,dannyings,FWD,southampton,1650.0,7.0,3.0,310.0,3.2,55.0,-1.0,55.0
345,328-2018-19,alexmccarthy,GK,southampton,2250.0,0.0,0.0,414.0,2.0,45.0,-2.0,45.0
346,329-2018-19,fraserforster,GK,southampton,90.0,0.0,0.0,13.0,0.6,45.0,-3.0,50.0
347,330-2018-19,ryanbertrand,DEF,southampton,2160.0,1.0,0.0,291.0,2.4,50.0,-2.0,55.0
348,332-2018-19,cédricsoares,DEF,southampton,1493.0,1.0,2.0,273.0,2.1,45.0,-3.0,50.0
349,333-2018-19,jackstephens,DEF,southampton,1697.0,1.0,0.0,282.0,0.3,45.0,-3.0,50.0
350,335-2018-19,janbednarek,DEF,southampton,2150.0,0.0,1.0,365.0,7.4,40.0,0.0,45.0
351,338-2018-19,jamesward-prowse,MID,southampton,1940.0,7.0,0.0,390.0,3.7,55.0,-4.0,55.0
352,340-2018-19,pierre-emilehøjbjerg,MID,southampton,2760.0,4.0,3.0,477.0,3.2,45.0,-1.0,45.0
353,341-2018-19,sofianeboufal,MID,southampton,0.0,0.0,0.0,0.0,0.0,55.0,0.0,60.0
354,343-2018-19,nathanredmond,MID,southampton,3272.0,6.0,5.0,433.0,6.9,55.0,0.0,65.0
355,344-2018-19,mariolemina,MID,southampton,1612.0,1.0,2.0,270.0,0.2,50.0,-3.0,50.0
356,347-2018-19,shanelong,FWD,southampton,1260.0,5.0,2.0,191.0,4.9,50.0,-3.0,60.0
357,348-2018-19,charlieaustin,FWD,southampton,970.0,2.0,2.0,117.0,0.4,60.0,-5.0,65.0
358,479-2018-19,matttargett,DEF,southampton,1185.0,1.0,3.0,229.0,0.1,45.0,-3.0,45.0
359,351-2018-19,hugolloris,GK,tottenhamhotspur,2970.0,0.0,0.0,691.0,6.2,55.0,-1.0,55.0
360,353-2018-19,tobyalderweireld,DEF,tottenhamhotspur,2921.0,0.0,0.0,651.0,3.7,60.0,0.0,60.0
361,354-2018-19,dannyrose,DEF,tottenhamhotspur,1792.0,0.0,4.0,352.0,1.1,60.0,-2.0,65.0
362,356-2018-19,bendavies,DEF,tottenhamhotspur,1837.0,0.0,0.0,361.0,1.7,60.0,-4.0,55.0
363,357-2018-19,kierantrippier,DEF,tottenhamhotspur,2275.0,1.0,5.0,573.0,15.2,60.0,0.0,55.0
364,358-2018-19,kylewalker-peters,DEF,tottenhamhotspur,374.0,0.0,3.0,112.0,0.7,45.0,-3.0,45.0
365,361-2018-19,ericdier,DEF,tottenhamhotspur,1504.0,3.0,0.0,269.0,0.9,50.0,-3.0,50.0
366,363-2018-19,eriklamela,MID,tottenhamhotspur,965.0,4.0,4.0,231.0,0.3,65.0,-6.0,65.0
367,364-2018-19,christianeriksen,MID,tottenhamhotspur,2770.0,8.0,12.0,675.0,7.7,95.0,-3.0,95.0
368,365-2018-19,bamidelealli,MID,tottenhamhotspur,1822.0,5.0,4.0,356.0,2.5,90.0,-2.0,95.0
369,367-2018-19,heung-minson,MID,tottenhamhotspur,2033.0,12.0,8.0,489.0,10.6,85.0,1.0,80.0
370,368-2018-19,harrywinks,MID,tottenhamhotspur,1589.0,1.0,0.0,275.0,0.1,55.0,0.0,50.0
371,369-2018-19,moussasissoko,MID,tottenhamhotspur,2329.0,0.0,3.0,395.0,0.3,50.0,-1.0,55.0
372,372-2018-19,harrykane,FWD,tottenhamhotspur,2423.0,17.0,6.0,561.0,12.4,125.0,1.0,125.0
373,376-2018-19,craigcathcart,DEF,watford,3095.0,3.0,0.0,552.0,3.2,45.0,0.0,45.0
374,380-2018-19,christiankabasele,DEF,watford,1584.0,0.0,0.0,212.0,0.3,45.0,-1.0,45.0
375,387-2018-19,nathanielchalobah,MID,watford,265.0,0.0,0.0,42.0,0.1,45.0,-1.0,45.0
376,388-2018-19,tomcleverley,MID,watford,470.0,1.0,0.0,87.0,0.0,50.0,0.0,50.0
377,390-2018-19,abdoulayedoucouré,MID,watford,3061.0,5.0,7.0,550.0,2.8,60.0,-2.0,50.0
378,392-2018-19,willhughes,MID,watford,2419.0,2.0,4.0,320.0,0.7,50.0,-1.0,50.0
379,395-2018-19,andregray,FWD,watford,1352.0,7.0,2.0,254.0,1.9,60.0,-1.0,65.0
380,396-2018-19,troydeeney,FWD,watford,2542.0,9.0,5.0,411.0,3.7,60.0,-2.0,65.0
381,445-2018-19,benfoster,GK,watford,3420.0,0.0,0.0,703.0,8.5,45.0,1.0,45.0
382,400-2018-19,lukaszfabianski,GK,westhamunited,3420.0,0.0,0.0,742.0,14.3,45.0,2.0,45.0
383,401-2018-19,winstonreid,DEF,westhamunited,0.0,0.0,0.0,0.0,0.0,45.0,-1.0,50.0
384,402-2018-19,aaroncresswell,DEF,westhamunited,1588.0,0.0,1.0,257.0,0.5,55.0,-5.0,50.0
385,403-2018-19,angeloogbonna,DEF,westhamunited,1871.0,1.0,1.0,314.0,0.8,45.0,-3.0,45.0
386,404-2018-19,sambyram,DEF,westhamunited,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0
387,406-2018-19,declanrice,MID,westhamunited,3003.0,2.0,0.0,586.0,4.2,45.0,-1.0,45.0
388,410-2018-19,arthurmasuaku,DEF,westhamunited,1757.0,0.0,2.0,311.0,1.5,45.0,-3.0,45.0
389,411-2018-19,marknoble,MID,westhamunited,2289.0,5.0,5.0,454.0,0.5,50.0,-2.0,55.0
390,414-2018-19,manuellanzini,MID,westhamunited,685.0,1.0,2.0,148.0,0.1,65.0,-1.0,70.0
391,415-2018-19,michailantonio,FWD,westhamunited,2093.0,6.0,8.0,305.0,1.2,70.0,-2.0,75.0
392,418-2018-19,andycarroll,FWD,westhamunited,454.0,0.0,0.0,10.0,0.1,55.0,-1.0,60.0
393,447-2018-19,jackwilshere,MID,westhamunited,388.0,0.0,2.0,90.0,0.8,50.0,-2.0,55.0
394,489-2018-19,robertsnodgrass,MID,westhamunited,2215.0,2.0,5.0,364.0,0.9,55.0,-5.0,60.0
395,1-2019-20,shkodranmustafi,DEF,arsenal,1205.0,0.0,2.0,242.0,0.4,55.0,-4.0,55.0
396,2-2019-20,héctorbellerín,DEF,arsenal,1156.0,1.0,0.0,204.0,1.0,55.0,-3.0,55.0
397,3-2019-20,seadkolasinac,DEF,arsenal,1694.0,0.0,2.0,331.0,0.5,55.0,-3.0,50.0
398,4-2019-20,ainsleymaitland-niles,DEF,arsenal,1382.0,0.0,2.0,244.0,2.2,50.0,-5.0,45.0
399,5-2019-20,sokratispapastathopoulos,DEF,arsenal,1696.0,2.0,0.0,305.0,1.3,50.0,-2.0,55.0
400,8-2019-20,konstantinosmavropanos,DEF,arsenal,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,50.0
401,10-2019-20,robholding,DEF,arsenal,580.0,0.0,0.0,96.0,0.2,45.0,-1.0,45.0
402,11-2019-20,pierre-emerickaubameyang,MID,arsenal,3136.0,22.0,5.0,807.0,22.4,110.0,-1.0,110.0
403,12-2019-20,alexandrelacazette,FWD,arsenal,1867.0,10.0,7.0,387.0,2.4,95.0,-3.0,95.0
404,14-2019-20,berndleno,GK,arsenal,2649.0,0.0,0.0,591.0,4.2,50.0,-2.0,50.0
405,15-2019-20,mesutözil,MID,arsenal,1439.0,1.0,3.0,256.0,1.1,75.0,-6.0,85.0
406,18-2019-20,granitxhaka,MID,arsenal,2586.0,1.0,2.0,408.0,0.8,55.0,-4.0,55.0
407,19-2019-20,lucastorreira,MID,arsenal,1501.0,1.0,1.0,247.0,1.0,50.0,-3.0,50.0
408,20-2019-20,mohamedelneny,MID,arsenal,0.0,0.0,0.0,0.0,0.5,45.0,-3.0,45.0
409,21-2019-20,matteoguendouzi,MID,arsenal,1744.0,0.0,2.0,272.0,7.1,45.0,-4.0,45.0
410,467-2019-20,calumchambers,DEF,arsenal,1102.0,1.0,1.0,197.0,0.6,45.0,-2.0,45.0
411,486-2019-20,cédricsoares,DEF,arsenal,1553.0,1.0,1.0,286.0,0.4,50.0,-2.0,45.0
412,489-2019-20,reissnelson,MID,arsenal,622.0,1.0,1.0,105.0,0.1,55.0,-2.0,45.0
413,25-2019-20,kortneyhause,DEF,astonvilla,1544.0,1.0,0.0,204.0,0.1,45.0,-1.0,40.0
414,94-2019-20,tomheaton,GK,astonvilla,1794.0,0.0,0.0,346.0,2.1,45.0,-2.0,50.0
415,309-2019-20,matttargett,DEF,astonvilla,2291.0,1.0,3.0,433.0,1.1,45.0,-2.0,45.0
416,445-2019-20,tyronemings,DEF,astonvilla,2902.0,2.0,2.0,537.0,3.3,45.0,-1.0,45.0
417,58-2019-20,stevecook,DEF,bournemouth,2427.0,1.0,0.0,362.0,0.2,50.0,0.0,45.0
418,59-2019-20,nathanaké,DEF,bournemouth,2503.0,2.0,2.0,499.0,6.0,50.0,-2.0,50.0
419,63-2019-20,adamsmith,DEF,bournemouth,2055.0,0.0,1.0,309.0,0.4,45.0,-2.0,45.0
420,67-2019-20,callumwilson,FWD,bournemouth,2906.0,8.0,6.0,321.0,4.2,80.0,-6.0,60.0
421,68-2019-20,joshuaking,FWD,bournemouth,2010.0,6.0,5.0,313.0,3.3,65.0,-4.0,65.0
422,69-2019-20,dominicsolanke,FWD,bournemouth,1637.0,3.0,2.0,177.0,0.4,55.0,-4.0,50.0
423,75-2019-20,ryanfraser,MID,bournemouth,2061.0,1.0,5.0,305.0,2.4,75.0,-7.0,55.0
424,76-2019-20,davidbrooks,MID,bournemouth,505.0,1.0,0.0,73.0,0.1,65.0,-4.0,50.0
425,77-2019-20,juniorstanislas,MID,bournemouth,706.0,3.0,1.0,155.0,0.1,60.0,-2.0,60.0
426,79-2019-20,lewiscook,MID,bournemouth,1340.0,0.0,1.0,183.0,0.0,50.0,0.0,50.0
427,81-2019-20,dangosling,MID,bournemouth,1254.0,3.0,1.0,186.0,0.1,50.0,-2.0,50.0
428,476-2019-20,philipbilling,MID,bournemouth,2526.0,1.0,1.0,347.0,0.2,50.0,-1.0,45.0
429,37-2019-20,shaneduffy,DEF,brighton&hovealbion,1232.0,1.0,0.0,227.0,0.8,50.0,-2.0,45.0
430,38-2019-20,martínmontoya,DEF,brighton&hovealbion,1892.0,0.0,1.0,313.0,0.5,45.0,-2.0,45.0
431,42-2019-20,lewisdunk,DEF,brighton&hovealbion,3230.0,3.0,3.0,674.0,12.5,45.0,3.0,45.0
432,44-2019-20,glennmurray,FWD,brighton&hovealbion,785.0,1.0,1.0,74.0,0.7,60.0,-6.0,65.0
433,45-2019-20,jürgenlocadia,FWD,brighton&hovealbion,85.0,0.0,0.0,5.0,0.1,55.0,-3.0,55.0
434,46-2019-20,florinandone,FWD,brighton&hovealbion,71.0,1.0,0.0,20.0,0.3,50.0,-3.0,50.0
435,47-2019-20,mathewryan,GK,brighton&hovealbion,3420.0,0.0,0.0,754.0,11.5,45.0,2.0,45.0
436,48-2019-20,davidbutton,GK,brighton&hovealbion,0.0,0.0,0.0,0.0,18.2,40.0,-1.0,40.0
437,49-2019-20,pascalgroß,MID,brighton&hovealbion,1791.0,2.0,5.0,326.0,0.4,65.0,-3.0,70.0
438,50-2019-20,alirezajahanbakhsh,MID,brighton&hovealbion,305.0,2.0,1.0,90.0,0.1,60.0,-2.0,70.0
439,52-2019-20,anthonyknockaert,MID,brighton&hovealbion,0.0,0.0,0.0,0.0,0.0,55.0,-2.0,55.0
440,53-2019-20,yvesbissouma,MID,brighton&hovealbion,1253.0,1.0,0.0,207.0,0.0,50.0,0.0,50.0
441,54-2019-20,davypröpper,MID,brighton&hovealbion,2826.0,1.0,2.0,441.0,0.3,50.0,-2.0,50.0
442,55-2019-20,solomonmarch,MID,brighton&hovealbion,1139.0,0.0,1.0,129.0,0.2,50.0,-4.0,50.0
443,57-2019-20,dalestephens,MID,brighton&hovealbion,2525.0,0.0,1.0,406.0,1.5,45.0,-1.0,45.0
444,516-2019-20,aaronmooy,MID,brighton&hovealbion,2079.0,2.0,2.0,337.0,0.4,50.0,-3.0,55.0
445,83-2019-20,benmee,DEF,burnley,2880.0,1.0,2.0,549.0,0.9,50.0,-1.0,50.0
446,84-2019-20,jamestarkowski,DEF,burnley,3420.0,2.0,3.0,690.0,9.3,50.0,5.0,50.0
447,85-2019-20,matthewlowton,DEF,burnley,1530.0,0.0,1.0,270.0,0.3,45.0,-3.0,50.0
448,86-2019-20,philbardsley,DEF,burnley,1890.0,0.0,2.0,358.0,2.1,45.0,-1.0,45.0
449,87-2019-20,charlietaylor,DEF,burnley,1944.0,0.0,1.0,375.0,2.1,45.0,-2.0,45.0
450,88-2019-20,kevinlong,DEF,burnley,562.0,0.0,0.0,93.0,0.3,45.0,-2.0,45.0
451,89-2019-20,bengibson,DEF,burnley,0.0,0.0,0.0,0.0,2.1,40.0,-1.0,50.0
452,90-2019-20,ashleybarnes,FWD,burnley,1350.0,6.0,0.0,161.0,2.1,65.0,-4.0,60.0
453,91-2019-20,chriswood,FWD,burnley,2436.0,14.0,1.0,384.0,2.4,65.0,-3.0,65.0
454,92-2019-20,matejvydra,FWD,burnley,807.0,2.0,1.0,112.0,0.1,55.0,-4.0,60.0
455,93-2019-20,nickpope,GK,burnley,3420.0,0.0,0.0,789.0,23.1,45.0,7.0,50.0
456,95-2019-20,joehart,GK,burnley,0.0,0.0,0.0,0.0,1.0,45.0,-3.0,45.0
457,98-2019-20,robbiebrady,MID,burnley,445.0,1.0,2.0,112.0,0.0,55.0,0.0,55.0
458,100-2019-20,jeffhendrick,MID,burnley,1930.0,2.0,2.0,197.0,0.1,55.0,-1.0,55.0
459,101-2019-20,ashleywestwood,MID,burnley,3150.0,2.0,7.0,567.0,0.8,55.0,0.0,45.0
460,102-2019-20,jackcork,MID,burnley,2614.0,0.0,0.0,301.0,0.2,50.0,-1.0,50.0
461,430-2019-20,aaronlennon,MID,burnley,485.0,0.0,0.0,51.0,0.1,50.0,-4.0,50.0
462,103-2019-20,marcosalonso,DEF,chelsea,1429.0,4.0,4.0,395.0,3.1,65.0,-4.0,65.0
463,104-2019-20,antoniorüdiger,DEF,chelsea,1710.0,2.0,0.0,351.0,0.7,60.0,-1.0,60.0
464,105-2019-20,césarazpilicueta,DEF,chelsea,3229.0,2.0,6.0,700.0,8.8,60.0,1.0,65.0
465,108-2019-20,andreaschristensen,DEF,chelsea,1751.0,0.0,0.0,325.0,0.7,50.0,-2.0,55.0
466,110-2019-20,oliviergiroud,FWD,chelsea,988.0,8.0,1.0,253.0,3.2,70.0,-3.0,80.0
467,111-2019-20,kepaarrizabalaga,GK,chelsea,2970.0,0.0,0.0,507.0,4.3,55.0,-1.0,55.0
468,112-2019-20,willycaballero,GK,chelsea,450.0,0.0,0.0,74.0,0.2,50.0,-2.0,50.0
469,115-2019-20,rubenloftus-cheek,MID,chelsea,203.0,0.0,1.0,37.0,0.1,65.0,-6.0,55.0
470,116-2019-20,callumhudson-odoi,MID,chelsea,849.0,1.0,5.0,197.0,0.4,60.0,-9.0,45.0
