,unique_id,full_name,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value,position_DEF,position_FWD,position_GK,position_MID,teams_arsenal,teams_astonvilla,teams_bournemouth,teams_brentford,teams_brighton&hovealbion,teams_burnley,teams_cardiffcity,teams_chelsea,teams_crystalpalace,teams_everton,teams_fulham,teams_huddersfieldtown,teams_leedsunited,teams_leicestercity,teams_liverpool,teams_manchestercity,teams_manchesterunited,teams_newcastleunited,teams_norwichcity,teams_nottinghamforest,teams_sheffieldunited,teams_southampton,teams_stokecity,teams_swanseacity,teams_tottenhamhotspur,teams_watford,teams_westbromwichalbion,teams_westhamunited,teams_wolverhamptonwanderers
338,321-2018-19,jacobmurphy,296.0,0.0,1.0,50.0,0.0,50.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
339,323-2018-19,isaachayden,1857.0,1.0,4.0,306.0,1.4,45.0,-2.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
340,325-2018-19,dwightgayle,0.0,0.0,0.0,0.0,0.1,60.0,0.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,326-2018-19,ayozepérez,2916.0,12.0,2.0,541.0,3.4,65.0,-4.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,493-2018-19,salomónrondón,2601.0,11.0,8.0,466.0,7.7,60.0,-1.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
343,516-2018-19,federicofernández,1482.0,0.0,2.0,277.0,0.2,45.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,258-2018-19,dannyings,1650.0,7.0,3.0,310.0,3.2,55.0,-1.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
345,328-2018-19,alexmccarthy,2250.0,0.0,0.0,414.0,2.0,45.0,-2.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
346,329-2018-19,fraserforster,90.0,0.0,0.0,13.0,0.6,45.0,-3.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347,330-2018-19,ryanbertrand,2160.0,1.0,0.0,291.0,2.4,50.0,-2.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
348,332-2018-19,cédricsoares,1493.0,1.0,2.0,273.0,2.1,45.0,-3.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
349,333-2018-19,jackstephens,1697.0,1.0,0.0,282.0,0.3,45.0,-3.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,335-2018-19,janbednarek,2150.0,0.0,1.0,365.0,7.4,40.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,338-2018-19,jamesward-prowse,1940.0,7.0,0.0,390.0,3.7,55.0,-4.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,340-2018-19,pierre-emilehøjbjerg,2760.0,4.0,3.0,477.0,3.2,45.0,-1.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
353,341-2018-19,sofianeboufal,0.0,0.0,0.0,0.0,0.0,55.0,0.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,343-2018-19,nathanredmond,3272.0,6.0,5.0,433.0,6.9,55.0,0.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
355,344-2018-19,mariolemina,1612.0,1.0,2.0,270.0,0.2,50.0,-3.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,347-2018-19,shanelong,1260.0,5.0,2.0,191.0,4.9,50.0,-3.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
357,348-2018-19,charlieaustin,970.0,2.0,2.0,117.0,0.4,60.0,-5.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
358,479-2018-19,matttargett,1185.0,1.0,3.0,229.0,0.1,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
359,351-2018-19,hugolloris,2970.0,0.0,0.0,691.0,6.2,55.0,-1.0,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
360,353-2018-19,tobyalderweireld,2921.0,0.0,0.0,651.0,3.7,60.0,0.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
361,354-2018-19,dannyrose,1792.0,0.0,4.0,352.0,1.1,60.0,-2.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
362,356-2018-19,bendavies,1837.0,0.0,0.0,361.0,1.7,60.0,-4.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
363,357-2018-19,kierantrippier,2275.0,1.0,5.0,573.0,15.2,60.0,0.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
364,358-2018-19,kylewalker-peters,374.0,0.0,3.0,112.0,0.7,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,361-2018-19,ericdier,1504.0,3.0,0.0,269.0,0.9,50.0,-3.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
366,363-2018-19,eriklamela,965.0,4.0,4.0,231.0,0.3,65.0,-6.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
367,364-2018-19,christianeriksen,2770.0,8.0,12.0,675.0,7.7,95.0,-3.0,95.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,365-2018-19,bamidelealli,1822.0,5.0,4.0,356.0,2.5,90.0,-2.0,95.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369,367-2018-19,heung-minson,2033.0,12.0,8.0,489.0,10.6,85.0,1.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
370,368-2018-19,harrywinks,1589.0,1.0,0.0,275.0,0.1,55.0,0.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
371,369-2018-19,moussasissoko,2329.0,0.0,3.0,395.0,0.3,50.0,-1.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
372,372-2018-19,harrykane,2423.0,17.0,6.0,561.0,12.4,125.0,1.0,125.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,376-2018-19,craigcathcart,3095.0,3.0,0.0,552.0,3.2,45.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,380-2018-19,christiankabasele,1584.0,0.0,0.0,212.0,0.3,45.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
375,387-2018-19,nathanielchalobah,265.0,0.0,0.0,42.0,0.1,45.0,-1.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
376,388-2018-19,tomcleverley,470.0,1.0,0.0,87.0,0.0,50.0,0.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,390-2018-19,abdoulayedoucouré,3061.0,5.0,7.0,550.0,2.8,60.0,-2.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,392-2018-19,willhughes,2419.0,2.0,4.0,320.0,0.7,50.0,-1.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
379,395-2018-19,andregray,1352.0,7.0,2.0,254.0,1.9,60.0,-1.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
380,396-2018-19,troydeeney,2542.0,9.0,5.0,411.0,3.7,60.0,-2.0,65.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,445-2018-19,benfoster,3420.0,0.0,0.0,703.0,8.5,45.0,1.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,400-2018-19,lukaszfabianski,3420.0,0.0,0.0,742.0,14.3,45.0,2.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
383,401-2018-19,winstonreid,0.0,0.0,0.0,0.0,0.0,45.0,-1.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
384,402-2018-19,aaroncresswell,1588.0,0.0,1.0,257.0,0.5,55.0,-5.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
385,403-2018-19,angeloogbonna,1871.0,1.0,1.0,314.0,0.8,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
386,404-2018-19,sambyram,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
387,406-2018-19,declanrice,3003.0,2.0,0.0,586.0,4.2,45.0,-1.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
388,410-2018-19,arthurmasuaku,1757.0,0.0,2.0,311.0,1.5,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
389,411-2018-19,marknoble,2289.0,5.0,5.0,454.0,0.5,50.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
390,414-2018-19,manuellanzini,685.0,1.0,2.0,148.0,0.1,65.0,-1.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
391,415-2018-19,michailantonio,2093.0,6.0,8.0,305.0,1.2,70.0,-2.0,75.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
392,418-2018-19,andycarroll,454.0,0.0,0.0,10.0,0.1,55.0,-1.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
393,447-2018-19,jackwilshere,388.0,0.0,2.0,90.0,0.8,50.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
394,489-2018-19,robertsnodgrass,2215.0,2.0,5.0,364.0,0.9,55.0,-5.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
395,1-2019-20,shkodranmustafi,1205.0,0.0,2.0,242.0,0.4,55.0,-4.0,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,2-2019-20,héctorbellerín,1156.0,1.0,0.0,204.0,1.0,55.0,-3.0,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,3-2019-20,seadkolasinac,1694.0,0.0,2.0,331.0,0.5,55.0,-3.0,50.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,4-2019-20,ainsleymaitland-niles,1382.0,0.0,2.0,244.0,2.2,50.0,-5.0,45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,5-2019-20,sokratispapastathopoulos,1696.0,2.0,0.0,305.0,1.3,50.0,-2.0,55.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,8-2019-20,konstantinosmavropanos,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,50.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,10-2019-20,robholding,580.0,0.0,0.0,96.0,0.2,45.0,-1.0,45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,11-2019-20,pierre-emerickaubameyang,3136.0,22.0,5.0,807.0,22.4,110.0,-1.0,110.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,12-2019-20,alexandrelacazette,1867.0,10.0,7.0,387.0,2.4,95.0,-3.0,95.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,14-2019-20,berndleno,2649.0,0.0,0.0,591.0,4.2,50.0,-2.0,50.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,15-2019-20,mesutözil,1439.0,1.0,3.0,256.0,1.1,75.0,-6.0,85.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,18-2019-20,granitxhaka,2586.0,1.0,2.0,408.0,0.8,55.0,-4.0,55.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,19-2019-20,lucastorreira,1501.0,1.0,1.0,247.0,1.0,50.0,-3.0,50.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,20-2019-20,mohamedelneny,0.0,0.0,0.0,0.0,0.5,45.0,-3.0,45.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,21-2019-20,matteoguendouzi,1744.0,0.0,2.0,272.0,7.1,45.0,-4.0,45.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,467-2019-20,calumchambers,1102.0,1.0,1.0,197.0,0.6,45.0,-2.0,45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,486-2019-20,cédricsoares,1553.0,1.0,1.0,286.0,0.4,50.0,-2.0,45.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,489-2019-20,reissnelson,622.0,1.0,1.0,105.0,0.1,55.0,-2.0,45.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,25-2019-20,kortneyhause,1544.0,1.0,0.0,204.0,0.1,45.0,-1.0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,94-2019-20,tomheaton,1794.0,0.0,0.0,346.0,2.1,45.0,-2.0,50.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,309-2019-20,matttargett,2291.0,1.0,3.0,433.0,1.1,45.0,-2.0,45.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,445-2019-20,tyronemings,2902.0,2.0,2.0,537.0,3.3,45.0,-1.0,45.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,58-2019-20,stevecook,2427.0,1.0,0.0,362.0,0.2,50.0,0.0,45.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,59-2019-20,nathanaké,2503.0,2.0,2.0,499.0,6.0,50.0,-2.0,50.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,63-2019-20,adamsmith,2055.0,0.0,1.0,309.0,0.4,45.0,-2.0,45.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,67-2019-20,callumwilson,2906.0,8.0,6.0,321.0,4.2,80.0,-6.0,60.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,68-2019-20,joshuaking,2010.0,6.0,5.0,313.0,3.3,65.0,-4.0,65.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,69-2019-20,dominicsolanke,1637.0,3.0,2.0,177.0,0.4,55.0,-4.0,50.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,75-2019-20,ryanfraser,2061.0,1.0,5.0,305.0,2.4,75.0,-7.0,55.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,76-2019-20,davidbrooks,505.0,1.0,0.0,73.0,0.1,65.0,-4.0,50.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,77-2019-20,juniorstanislas,706.0,3.0,1.0,155.0,0.1,60.0,-2.0,60.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,79-2019-20,lewiscook,1340.0,0.0,1.0,183.0,0.0,50.0,0.0,50.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,81-2019-20,dangosling,1254.0,3.0,1.0,186.0,0.1,50.0,-2.0,50.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,476-2019-20,philipbilling,2526.0,1.0,1.0,347.0,0.2,50.0,-1.0,45.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,37-2019-20,shaneduffy,1232.0,1.0,0.0,227.0,0.8,50.0,-2.0,45.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,38-2019-20,martínmontoya,1892.0,0.0,1.0,313.0,0.5,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,42-2019-20,lewisdunk,3230.0,3.0,3.0,674.0,12.5,45.0,3.0,45.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,44-2019-20,glennmurray,785.0,1.0,1.0,74.0,0.7,60.0,-6.0,65.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,45-2019-20,jürgenlocadia,85.0,0.0,0.0,5.0,0.1,55.0,-3.0,55.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,46-2019-20,florinandone,71.0,1.0,0.0,20.0,0.3,50.0,-3.0,50.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,47-2019-20,mathewryan,3420.0,0.0,0.0,754.0,11.5,45.0,2.0,45.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,48-2019-20,davidbutton,0.0,0.0,0.0,0.0,18.2,40.0,-1.0,40.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,49-2019-20,pascalgroß,1791.0,2.0,5.0,326.0,0.4,65.0,-3.0,70.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,50-2019-20,alirezajahanbakhsh,305.0,2.0,1.0,90.0,0.1,60.0,-2.0,70.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,52-2019-20,anthonyknockaert,0.0,0.0,0.0,0.0,0.0,55.0,-2.0,55.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,53-2019-20,yvesbissouma,1253.0,1.0,0.0,207.0,0.0,50.0,0.0,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,54-2019-20,davypröpper,2826.0,1.0,2.0,441.0,0.3,50.0,-2.0,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,55-2019-20,solomonmarch,1139.0,0.0,1.0,129.0,0.2,50.0,-4.0,50.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,57-2019-20,dalestephens,2525.0,0.0,1.0,406.0,1.5,45.0,-1.0,45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,516-2019-20,aaronmooy,2079.0,2.0,2.0,337.0,0.4,50.0,-3.0,55.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,83-2019-20,benmee,2880.0,1.0,2.0,549.0,0.9,50.0,-1.0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,84-2019-20,jamestarkowski,3420.0,2.0,3.0,690.0,9.3,50.0,5.0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,85-2019-20,matthewlowton,1530.0,0.0,1.0,270.0,0.3,45.0,-3.0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,86-2019-20,philbardsley,1890.0,0.0,2.0,358.0,2.1,45.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,87-2019-20,charlietaylor,1944.0,0.0,1.0,375.0,2.1,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,88-2019-20,kevinlong,562.0,0.0,0.0,93.0,0.3,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,89-2019-20,bengibson,0.0,0.0,0.0,0.0,2.1,40.0,-1.0,50.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,90-2019-20,ashleybarnes,1350.0,6.0,0.0,161.0,2.1,65.0,-4.0,60.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,91-2019-20,chriswood,2436.0,14.0,1.0,384.0,2.4,65.0,-3.0,65.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,92-2019-20,matejvydra,807.0,2.0,1.0,112.0,0.1,55.0,-4.0,60.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,93-2019-20,nickpope,3420.0,0.0,0.0,789.0,23.1,45.0,7.0,50.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
