,unique_id,full_name,minutes,goals_scored,assists,bps,selected_by_percent,previous_start_value,delta_value,target_value,position_DEF,position_FWD,position_GK,position_MID,teams_arsenal,teams_astonvilla,teams_bournemouth,teams_brentford,teams_brighton&hovealbion,teams_burnley,teams_cardiffcity,teams_chelsea,teams_crystalpalace,teams_everton,teams_fulham,teams_huddersfieldtown,teams_leedsunited,teams_leicestercity,teams_liverpool,teams_manchestercity,teams_manchesterunited,teams_newcastleunited,teams_norwichcity,teams_nottinghamforest,teams_sheffieldunited,teams_southampton,teams_stokecity,teams_swanseacity,teams_tottenhamhotspur,teams_watford,teams_westbromwichalbion,teams_westhamunited,teams_wolverhamptonwanderers
715,125-2020-21,garycahill,1800.0,1.0,1.0,308.0,0.2,45.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,126-2020-21,waynehennessey,0.0,0.0,0.0,0.0,0.3,45.0,-2.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,127-2020-21,mamadousakho,275.0,0.0,0.0,33.0,0.1,45.0,-1.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,128-2020-21,vicenteguaita,3330.0,0.0,0.0,639.0,3.6,50.0,-2.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,129-2020-21,jamestomkins,551.0,0.0,0.0,97.0,0.0,45.0,-1.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,130-2020-21,jamesmcarthur,1465.0,0.0,2.0,228.0,0.1,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,131-2020-21,jamesmccarthy,816.0,0.0,0.0,129.0,0.7,45.0,-2.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,132-2020-21,christianbenteke,1808.0,10.0,2.0,338.0,1.3,55.0,0.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,134-2020-21,joelward,2255.0,0.0,1.0,353.0,1.2,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,135-2020-21,martinkelly,1.0,0.0,0.0,3.0,0.2,45.0,-4.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,136-2020-21,connorwickham,0.0,0.0,0.0,0.0,0.5,45.0,-1.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,137-2020-21,androstownsend,2250.0,1.0,5.0,378.0,1.1,60.0,-5.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,138-2020-21,lukamilivojevic,2357.0,1.0,1.0,332.0,0.2,60.0,-4.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,140-2020-21,jordanayew,2086.0,1.0,4.0,216.0,1.4,60.0,-4.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,141-2020-21,wilfriedzaha,2612.0,11.0,4.0,362.0,9.9,70.0,1.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,142-2020-21,jeffreyschlupp,1415.0,2.0,3.0,194.0,0.1,55.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,143-2020-21,maxmeyer,0.0,0.0,0.0,0.0,0.0,50.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,486-2020-21,scottdann,1350.0,1.0,1.0,233.0,0.5,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,149-2020-21,fabiandelph,260.0,0.0,0.0,48.0,0.0,50.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,150-2020-21,gylfisigurdsson,2244.0,6.0,5.0,443.0,2.9,70.0,-2.0,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,152-2020-21,seamuscoleman,1607.0,0.0,3.0,371.0,2.4,50.0,-1.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,153-2020-21,cenktosun,44.0,0.0,0.0,12.0,0.0,60.0,0.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,155-2020-21,lucasdigne,2681.0,0.0,9.0,590.0,11.4,60.0,2.0,60.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,156-2020-21,michaelkeane,2989.0,3.0,1.0,649.0,6.3,50.0,0.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,157-2020-21,jordanpickford,2742.0,0.0,0.0,570.0,5.3,50.0,-2.0,55.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,159-2020-21,alexiwobi,1530.0,1.0,3.0,256.0,0.2,60.0,-1.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,161-2020-21,jean-philippegbamin,11.0,0.0,0.0,1.0,0.0,50.0,0.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,162-2020-21,yerrymina,1936.0,2.0,0.0,399.0,1.7,55.0,0.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,163-2020-21,tomdavies,1417.0,0.0,1.0,209.0,0.1,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,164-2020-21,dominiccalvert-lewin,2871.0,16.0,6.0,528.0,29.5,70.0,5.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,165-2020-21,masonholgate,2286.0,1.0,0.0,426.0,1.0,50.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,169-2020-21,moisekean,13.0,0.0,0.0,1.0,0.2,60.0,-3.0,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,115-2020-21,rubenloftus-cheek,1962.0,1.0,0.0,178.0,0.2,60.0,-1.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,177-2020-21,anthonyknockaert,0.0,0.0,0.0,0.0,0.0,55.0,-5.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,493-2020-21,mariolemina,1696.0,1.0,1.0,267.0,0.3,45.0,0.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,216-2020-21,wesmorgan,16.0,0.0,0.0,9.0,0.1,45.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,217-2020-21,kasperschmeichel,3420.0,0.0,0.0,631.0,9.6,55.0,-1.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,218-2020-21,christianfuchs,701.0,0.0,0.0,112.0,0.2,45.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,219-2020-21,jonnyevans,2473.0,2.0,2.0,536.0,1.4,55.0,1.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,221-2020-21,marcalbrighton,1735.0,1.0,7.0,325.0,0.2,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,222-2020-21,mattyjames,0.0,0.0,0.0,0.0,0.2,45.0,-2.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,223-2020-21,dannyward,0.0,0.0,0.0,0.0,0.2,45.0,-2.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,224-2020-21,jamievardy,2838.0,15.0,14.0,649.0,17.5,100.0,2.0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,225-2020-21,dennispraet,714.0,1.0,2.0,129.0,0.1,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,227-2020-21,danielamartey,718.0,1.0,0.0,121.0,1.2,40.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,228-2020-21,youritielemans,3356.0,6.0,4.0,633.0,3.8,65.0,-1.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,230-2020-21,demaraigray,18.0,0.0,0.0,3.0,0.1,55.0,-4.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,231-2020-21,jamesmaddison,2093.0,8.0,7.0,473.0,5.5,70.0,2.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,233-2020-21,kelechiiheanacho,1452.0,12.0,2.0,424.0,19.5,60.0,2.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,234-2020-21,hamzachoudhury,311.0,0.0,0.0,59.0,0.1,50.0,-4.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,235-2020-21,harveybarnes,1944.0,9.0,5.0,348.0,2.7,70.0,-4.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,236-2020-21,wilfredndidi,2175.0,1.0,4.0,430.0,0.7,50.0,-2.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,239-2020-21,jamesjustin,2070.0,2.0,2.0,447.0,6.1,45.0,3.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,518-2020-21,nampalysmendy,1452.0,0.0,1.0,234.0,1.5,45.0,-3.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,241-2020-21,jamesmilner,1056.0,0.0,2.0,204.0,0.1,55.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,243-2020-21,georginiowijnaldum,2938.0,2.0,1.0,482.0,1.2,55.0,-2.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,244-2020-21,jordanhenderson,1704.0,1.0,2.0,345.0,0.9,55.0,-1.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,246-2020-21,joelmatip,690.0,1.0,2.0,194.0,0.4,55.0,-1.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,247-2020-21,xherdanshaqiri,548.0,0.0,2.0,127.0,0.1,65.0,-1.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,248-2020-21,alexoxlade-chamberlain,243.0,1.0,1.0,58.0,0.1,65.0,-2.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,249-2020-21,robertofirmino,2837.0,9.0,8.0,615.0,5.7,95.0,-4.0,95.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,254-2020-21,mohamedsalah,3077.0,22.0,6.0,657.0,43.6,120.0,9.0,125.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,255-2020-21,andrewrobertson,3384.0,1.0,8.0,834.0,16.5,70.0,3.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,256-2020-21,divockorigi,180.0,0.0,0.0,23.0,0.6,55.0,-4.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,257-2020-21,harrywilson,0.0,0.0,0.0,0.0,0.0,55.0,-4.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,259-2020-21,trentalexander-arnold,3029.0,2.0,8.0,761.0,27.1,75.0,3.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,260-2020-21,josephgomez,589.0,0.0,0.0,94.0,1.0,55.0,-3.0,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,261-2020-21,nabykeita,517.0,0.0,0.0,78.0,0.2,55.0,-3.0,60.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,468-2020-21,diogojota,1106.0,9.0,0.0,228.0,5.7,65.0,4.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,20-2020-21,josephwillock,1210.0,8.0,0.0,254.0,4.1,50.0,-1.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
785,320-2020-21,andycarroll,380.0,1.0,1.0,78.0,0.3,55.0,-4.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
786,321-2020-21,jonjoshelvey,2616.0,1.0,3.0,377.0,0.2,55.0,-2.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,322-2020-21,mattritchie,1347.0,0.0,5.0,226.0,0.1,50.0,-1.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
788,324-2020-21,ciaranclark,1890.0,1.0,0.0,291.0,0.2,45.0,0.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
789,325-2020-21,karldarlow,2250.0,0.0,0.0,450.0,1.1,50.0,-1.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
790,326-2020-21,martindubravka,1170.0,0.0,0.0,255.0,0.6,50.0,-2.0,50.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
791,327-2020-21,florianlejeune,0.0,0.0,0.0,0.0,0.0,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
792,328-2020-21,jamaallascelles,1625.0,2.0,0.0,229.0,0.8,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
793,330-2020-21,christianatsu,0.0,0.0,0.0,0.0,0.0,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
794,331-2020-21,pauldummett,1254.0,1.0,0.0,204.0,0.1,45.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
795,332-2020-21,javiermanquillo,822.0,0.0,0.0,136.0,0.2,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
796,333-2020-21,emilkrafth,1286.0,1.0,1.0,222.0,0.2,45.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
797,335-2020-21,deandreyedlin,435.0,0.0,0.0,68.0,0.2,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
798,336-2020-21,isaachayden,1942.0,0.0,0.0,211.0,0.0,50.0,-4.0,45.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
799,337-2020-21,rolandoaarons,0.0,0.0,0.0,0.0,0.0,50.0,-2.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
800,338-2020-21,allansaint-maximin,1554.0,3.0,5.0,278.0,3.1,55.0,-3.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
801,341-2020-21,yoshinorimuto,0.0,0.0,0.0,0.0,0.1,50.0,-2.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
802,480-2020-21,seanlongstaff,1405.0,0.0,1.0,168.0,0.1,50.0,-4.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
803,485-2020-21,jeffhendrick,1418.0,2.0,1.0,177.0,1.2,50.0,-5.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
804,497-2020-21,jacobmurphy,1617.0,2.0,3.0,252.0,0.1,50.0,-1.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
805,506-2020-21,callumwilson,2081.0,12.0,6.0,409.0,5.1,65.0,0.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
806,507-2020-21,ryanfraser,922.0,0.0,4.0,154.0,0.2,60.0,-4.0,75.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
807,513-2020-21,jamallewis,1833.0,0.0,1.0,261.0,1.1,45.0,-5.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
808,262-2020-21,rhianbrewster,1113.0,0.0,0.0,87.0,5.0,45.0,-3.0,45.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
809,343-2020-21,billysharp,725.0,3.0,0.0,101.0,0.1,60.0,-5.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
810,344-2020-21,davidmcgoldrick,2391.0,8.0,1.0,344.0,1.3,55.0,-3.0,55.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
811,345-2020-21,chrisbasham,2576.0,0.0,1.0,408.0,0.5,50.0,-4.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812,346-2020-21,johnfleck,2573.0,0.0,3.0,353.0,0.1,60.0,-4.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
813,347-2020-21,endastevens,2700.0,0.0,1.0,361.0,0.8,55.0,-5.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,348-2020-21,simonmoore,0.0,0.0,0.0,0.0,0.1,45.0,-2.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
815,349-2020-21,olivernorwood,2214.0,0.0,0.0,355.0,0.1,50.0,-5.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
816,351-2020-21,georgebaldock,2787.0,0.0,2.0,347.0,0.8,55.0,-6.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
817,353-2020-21,johnegan,2628.0,0.0,1.0,410.0,1.6,50.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
818,354-2020-21,jacko'connell,180.0,0.0,0.0,19.0,0.1,50.0,-3.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
819,355-2020-21,johnlundstram,2027.0,0.0,2.0,244.0,1.3,55.0,-7.0,40.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
820,356-2020-21,benosborn,1599.0,1.0,0.0,246.0,0.0,50.0,-3.0,50.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
821,357-2020-21,olivermcburnie,1316.0,1.0,2.0,101.0,0.2,60.0,-4.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
822,359-2020-21,lysmousset,287.0,0.0,0.0,14.0,0.1,60.0,-2.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
823,477-2020-21,lukefreeman,0.0,0.0,0.0,0.0,0.0,50.0,0.0,55.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
824,483-2020-21,aaronramsdale,3420.0,0.0,0.0,685.0,2.0,50.0,-4.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
825,509-2020-21,ethanampadu,2087.0,0.0,0.0,341.0,0.4,45.0,-2.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
826,529-2020-21,philjagielka,524.0,0.0,0.0,53.0,0.5,40.0,-1.0,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
827,148-2020-21,theowalcott,1629.0,3.0,4.0,185.0,0.3,60.0,-2.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
828,361-2020-21,shanelong,201.0,0.0,0.0,21.0,0.4,55.0,-4.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
829,362-2020-21,ryanbertrand,2598.0,0.0,2.0,404.0,0.7,50.0,0.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
830,363-2020-21,alexmccarthy,2700.0,0.0,0.0,527.0,10.9,45.0,-1.0,45.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
831,365-2020-21,nathanredmond,1727.0,2.0,3.0,243.0,0.2,65.0,-1.0,65.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
832,366-2020-21,dannyings,2172.0,12.0,4.0,464.0,6.6,85.0,-1.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
